,cluster
3,2
5,1
6,2
8,0
9,0
10,1
11,1
12,1
13,2
14,1
15,2
16,2
18,1
19,1
20,1
22,0
23,-1
24,1
25,1
26,2
27,2
28,2
29,1
30,2
31,1
32,1
33,1
36,1
37,1
38,1
39,1
41,-1
43,1
45,0
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
55,1
56,1
57,0
59,2
60,1
61,1
63,1
64,0
65,1
66,2
67,0
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,0
76,1
77,1
78,1
80,0
81,1
82,1
83,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,1
95,1
96,1
97,1
98,2
99,1
100,1
101,1
102,1
103,-1
104,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,0
122,1
123,1
124,1
125,2
126,1
128,1
129,1
130,1
131,-1
132,2
133,1
134,1
136,2
137,1
138,1
139,1
140,1
141,1
143,1
144,1
145,1
146,1
148,1
149,2
150,1
151,0
152,1
153,1
154,1
156,1
157,2
159,1
161,1
162,1
163,1
165,1
166,-1
167,2
168,1
170,0
171,1
172,1
173,1
174,0
175,1
177,1
179,1
180,2
181,0
182,1
183,1
184,1
185,1
186,1
187,0
188,1
189,0
190,-1
191,1
195,1
196,0
197,1
199,1
200,0
201,0
202,2
203,2
204,2
205,1
207,1
209,1
210,1
212,1
213,1
214,1
216,1
217,1
219,1
221,1
222,1
223,1
224,1
225,2
227,1
228,1
230,2
233,1
234,1
235,0
236,1
237,2
238,1
239,2
240,1
241,0
242,2
243,1
244,1
245,1
246,1
247,-1
249,0
250,0
252,1
253,1
255,1
256,1
257,2
258,2
259,1
260,1
261,1
262,1
263,2
265,2
266,1
269,1
270,2
271,2
272,0
273,-1
274,1
275,1
276,2
278,2
279,1
280,0
281,1
282,1
283,0
284,1
286,0
287,1
288,2
289,2
290,1
291,2
292,2
293,1
295,-1
296,1
297,2
298,0
299,0
300,2
302,1
303,0
304,1
305,1
306,0
307,1
308,1
309,1
310,1
311,-1
312,1
313,2
314,1
315,0
316,1
317,1
318,1
319,0
320,1
321,1
322,2
323,1
324,1
325,1
326,2
327,1
328,1
329,1
330,1
332,1
333,1
334,0
335,2
336,1
337,1
339,1
340,1
341,1
343,1
344,2
345,1
346,1
348,1
350,1
351,1
352,1
353,0
354,1
355,1
357,1
358,2
359,1
361,1
362,2
363,0
364,0
365,1
366,1
367,1
368,1
369,1
370,1
371,0
373,1
374,2
375,1
376,1
378,1
379,1
380,1
381,1
382,1
383,0
384,1
386,1
387,1
388,2
390,1
391,0
392,1
393,1
394,1
395,0
397,2
398,1
399,0
400,0
401,1
402,1
403,1
404,1
405,1
406,1
407,2
408,1
409,1
411,1
412,2
413,1
415,-1
416,1
418,1
419,0
420,2
421,0
422,1
424,0
425,2
426,1
427,0
428,0
429,1
430,1
432,2
433,1
434,2
435,2
437,2
438,1
439,1
440,2
441,1
442,1
443,-1
444,2
445,2
446,1
447,1
448,1
449,2
450,1
451,1
452,1
453,0
455,2
456,2
457,1
458,1
459,1
462,1
463,1
464,1
465,1
466,2
467,1
468,1
469,-1
470,2
471,2
472,1
473,1
474,1
476,1
478,1
479,0
480,0
481,0
482,0
484,1
486,0
487,0
488,1
489,1
491,2
493,2
495,1
496,2
497,1
499,2
502,1
503,1
504,1
505,1
506,0
507,1
508,1
509,1
510,1
511,1
512,1
513,-1
514,2
516,1
519,2
522,1
523,1
525,1
530,1
531,-1
532,1
534,2
537,1
538,0
540,0
541,0
542,1
545,0
548,0
549,2
550,1
551,0
553,0
554,1
555,1
556,1
558,1
559,2
560,1
561,1
562,1
563,0
565,1
566,1
567,0
568,1
569,2
571,1
572,2
573,2
575,1
576,1
577,0
579,1
581,0
582,0
583,0
584,2
585,1
586,1
587,1
588,0
589,1
590,1
591,2
592,1
593,1
594,1
595,1
596,2
597,1
598,1
599,1
600,-1
604,1
605,1
606,0
607,1
608,2
609,1
610,1
611,-1
612,0
614,0
616,1
618,2
619,0
621,0
622,1
623,0
624,1
625,1
627,1
628,0
629,1
630,1
631,0
632,1
634,1
637,1
638,0
639,0
641,1
642,1
643,2
644,1
645,0
646,1
647,1
648,1
649,1
650,1
651,-1
652,1
653,1
654,1
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,0
665,0
666,1
668,1
669,0
670,1
672,2
673,1
674,1
675,2
676,1
677,0
678,-1
679,1
680,0
681,2
682,1
683,1
685,2
686,-1
687,1
689,1
690,1
693,0
694,1
695,2
697,1
699,2
700,2
701,0
703,1
704,1
705,1
706,0
707,1
709,2
710,0
712,0
713,2
714,2
715,1
716,2
717,-1
718,0
719,1
720,1
724,1
725,1
726,0
727,2
728,1
729,0
730,1
731,1
732,2
733,2
735,1
736,1
737,0
738,1
740,1
741,0
743,2
744,0
745,1
746,0
748,1
749,1
750,1
752,0
753,1
755,1
756,0
757,0
758,1
759,0
761,1
762,1
763,1
764,1
765,2
766,2
768,0
771,1
772,2
776,0
777,1
779,1
780,1
782,1
783,2
784,1
785,0
788,0
789,1
790,1
791,-1
792,0
793,1
795,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,2
806,1
807,0
808,1
809,2
810,1
811,1
812,1
813,2
814,1
816,1
817,0
818,1
819,1
820,1
822,1
823,1
824,2
825,2
826,1
827,0
828,1
829,1
830,2
831,1
832,2
833,0
834,2
836,1
838,2
839,0
840,0
841,1
842,1
843,1
844,1
845,2
847,1
848,2
849,2
850,2
851,-1
852,2
853,1
854,1
855,1
856,1
857,1
858,1
859,2
860,0
861,1
862,1
863,0
865,1
866,1
867,-1
868,1
869,1
870,2
871,1
872,2
873,1
874,0
875,1
877,0
878,2
879,1
880,1
881,1
884,-1
885,1
886,1
888,1
889,1
890,2
891,1
893,2
894,2
895,2
897,1
898,2
899,1
900,2
902,0
903,0
904,1
905,1
907,1
909,0
910,1
911,2
913,2
914,1
915,0
916,0
917,2
918,1
920,2
922,1
923,-1
924,1
925,1
926,1
927,1
930,2
932,1
935,1
936,0
938,1
941,1
942,2
943,1
944,1
945,1
947,1
948,1
949,2
950,1
951,1
952,1
953,1
955,-1
956,1
957,1
959,1
961,2
962,1
964,0
965,1
966,1
968,2
969,2
970,1
972,2
973,1
974,1
975,1
976,1
977,1
978,1
979,2
980,1
981,1
982,1
983,2
984,1
985,1
986,1
987,2
988,1
989,1
990,1
992,1
993,1
994,1
995,2
996,1
997,1
998,1
999,0
1000,2
1001,1
1002,2
1003,2
1004,1
1005,1
1006,1
1007,2
1008,1
1009,2
1010,1
1011,1
1012,1
1013,1
1014,2
1016,1
1017,0
1018,1
1019,1
1020,0
1022,0
1023,1
1024,1
1025,1
1026,1
1028,1
1029,1
1030,0
1031,1
1033,2
1034,1
1035,1
1036,1
1037,0
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,2
1045,1
1046,1
1047,1
1049,1
1050,1
1051,1
1052,0
1053,1
1054,-1
1055,2
1056,2
1057,1
1058,0
1059,2
1060,1
1061,2
1062,1
1063,0
1064,-1
1065,1
1066,1
1068,2
1069,2
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,2
1079,1
1080,2
1081,1
1082,1
1084,2
1085,1
1086,2
1087,1
1088,1
1090,1
1092,1
1093,1
1094,1
1096,2
1098,1
1100,1
1101,1
1103,1
1104,2
1106,1
1109,1
1111,1
1112,2
1113,1
1114,2
1115,0
1116,1
1118,0
1120,1
1121,1
1122,1
1123,0
1124,2
1126,1
1128,1
1130,1
1131,-1
1132,-1
1134,1
1136,2
1137,1
1138,1
1139,2
1140,2
1143,1
1145,2
1146,1
1147,1
1148,1
1149,1
1150,0
1151,2
1152,2
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1161,2
1162,0
1163,0
1164,1
1165,1
1166,-1
1167,2
1168,0
1169,1
1170,0
1172,2
1173,1
1174,1
1176,1
1177,0
1178,1
1179,1
1180,0
1182,2
1183,1
1184,1
1185,1
1186,0
1187,1
1189,2
1190,1
1191,1
1192,1
1193,1
1194,1
1196,1
1197,2
1198,1
1199,1
1200,2
1201,2
1202,1
1203,1
1205,2
1206,1
1208,1
1209,2
1210,1
1211,1
1212,1
1214,0
1215,2
1216,1
1219,1
1220,1
1221,2
1222,2
1223,1
1224,0
1225,1
1226,-1
1227,1
1228,1
1230,1
1231,1
1232,2
1233,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,2
1241,1
1245,1
1246,2
1248,0
1249,2
1250,1
1251,0
1253,1
1254,1
1255,1
1256,2
1258,2
1259,1
1260,1
1262,2
1263,1
1264,1
1265,2
1266,1
1267,0
1268,2
1269,2
1270,-1
1271,1
1272,1
1273,1
1274,0
1275,1
1276,0
1278,-1
1279,1
1280,0
1281,1
1282,1
1284,1
1285,1
1286,1
1287,1
1288,2
1289,1
1291,1
1292,0
1293,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,1
1304,1
1305,2
1306,1
1307,1
1308,1
1309,2
1310,2
1311,2
1312,1
1313,0
1315,-1
1316,1
1317,2
1318,1
1319,2
1320,1
1321,1
1323,1
1324,1
1325,1
1326,0
1327,1
1328,0
1329,0
1330,2
1331,1
1332,2
1333,0
1337,2
1338,1
1339,1
1340,1
1341,1
1343,0
1345,2
1346,1
1347,2
1348,1
1349,-1
1350,2
1352,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,1
1361,1
1362,-1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1372,0
1374,-1
1375,1
1376,0
1377,2
1378,1
1379,0
1380,2
1382,0
1384,1
1385,2
1386,1
1389,1
1390,2
1392,-1
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1402,1
1403,1
1404,0
1405,-1
1406,1
1407,1
1409,1
1410,0
1411,1
1413,1
1415,0
1417,1
1418,1
1419,2
1421,1
1422,1
1423,1
1424,2
1425,2
1426,0
1428,1
1429,1
1430,2
1431,0
1433,2
1434,1
1436,0
1437,1
1438,1
1439,0
1440,2
1442,1
1443,1
1444,2
1445,2
1446,1
1447,2
1448,-1
1449,1
1453,0
1454,0
1455,1
1456,-1
1457,1
1458,1
1459,1
1461,1
1462,2
1464,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,0
1473,1
1474,1
1475,1
1478,1
1479,2
1481,1
1484,1
1485,1
1487,1
1488,2
1489,1
1490,1
1491,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1501,1
1503,1
1504,1
1505,2
1506,1
1509,1
1512,1
1513,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1523,1
1524,0
1525,1
1526,1
1528,1
1529,-1
1530,-1
1531,1
1533,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,1
1545,2
1547,1
1548,1
1550,1
1552,0
1554,1
1557,2
1558,0
1560,1
1562,1
1563,1
1564,1
1565,1
1566,0
1568,1
1569,1
1570,1
1571,2
1572,1
1573,2
1577,1
1578,1
1579,0
1580,2
1581,1
1582,1
1583,1
1584,1
1585,-1
1586,2
1589,1
1590,1
1592,2
1595,2
1598,1
1600,1
1601,2
1602,1
1603,1
1605,1
1606,2
1609,1
1610,2
1611,1
1612,2
1615,0
1616,1
1617,0
1618,2
1619,2
1620,1
1621,1
1622,2
1623,2
1624,2
1625,2
1626,0
1627,1
1629,-1
1630,0
1632,1
1633,0
1634,1
1636,1
1638,1
1639,1
1641,2
1642,0
1644,2
1645,1
1647,1
1649,1
1650,1
1651,1
1653,1
1654,1
1657,2
1659,0
1661,2
1662,0
1663,1
1665,2
1667,1
1668,1
1670,1
1671,1
1674,0
1675,2
1676,2
1677,1
1678,2
1680,1
1682,0
1686,2
1687,1
1688,1
1689,1
1690,0
1694,1
1695,0
1696,1
1697,-1
1699,1
1700,0
1701,2
1702,0
1703,2
1705,1
1708,1
1710,1
1711,1
1714,1
1715,2
1716,1
1718,0
1720,1
1721,1
1722,1
1723,0
1724,2
1725,1
1729,2
1733,1
1734,0
1735,1
1737,1
1738,1
1739,2
1740,1
1742,1
1743,1
1744,-1
1746,-1
1751,1
1753,1
1755,1
1756,1
1762,1
1766,0
1767,0
1768,2
1769,1
1771,1
1774,0
1775,0
1776,2
1777,2
1778,2
1780,1
1782,1
1783,-1
1784,1
1786,0
1787,0
1788,2
1790,1
1791,1
1792,1
1793,1
1794,1
1795,-1
1796,1
1797,2
1799,1
1800,2
1801,1
1803,1
1804,2
1805,2
1808,1
1810,0
1811,0
1812,2
1813,0
1814,1
1815,1
1816,2
1817,1
1818,1
1819,0
1820,1
1821,1
1824,1
1825,2
1826,1
1827,1
1828,2
1829,1
1830,0
1831,2
1832,1
1833,1
1834,1
1836,1
1837,0
1838,1
1839,1
1841,1
1843,1
1844,1
1845,1
1847,1
1848,1
1850,1
1851,2
1852,1
1853,1
1854,1
1855,1
1856,1
1857,0
1858,1
1859,1
1860,1
1861,-1
1863,1
1864,1
1865,0
1866,1
1868,2
1869,0
1871,-1
1872,0
1874,1
1875,0
1876,1
1877,2
1881,0
1882,0
1884,-1
1885,1
1888,0
1891,1
1892,0
1893,2
1894,1
1895,1
1896,0
1897,1
1899,0
1901,1
1903,1
1904,1
1905,1
1906,1
1909,1
1911,1
1912,1
1914,1
1915,0
1917,2
1918,1
