,cluster
3,8
5,12
6,8
8,2
9,9
10,9
11,9
12,2
13,10
14,9
15,8
16,6
18,2
19,2
20,12
22,11
23,0
24,3
25,9
26,9
27,8
28,10
29,5
30,8
31,5
32,3
33,6
36,3
37,6
38,12
39,6
41,11
43,10
45,11
46,2
47,9
48,10
49,12
50,9
51,5
52,5
53,2
55,7
56,0
57,6
59,10
60,11
61,9
63,6
64,4
65,6
66,3
67,11
68,5
69,7
70,7
71,9
72,3
73,9
74,11
75,0
76,7
77,6
78,7
80,0
81,12
82,10
83,12
85,9
86,1
87,7
88,12
89,6
90,3
91,5
92,1
93,7
94,9
95,7
96,7
97,11
98,5
99,6
100,6
101,5
102,5
103,12
104,7
107,3
108,9
109,9
110,6
111,2
112,11
113,6
114,5
115,2
116,10
117,2
118,5
119,12
120,9
122,7
123,11
124,7
125,3
126,3
128,2
129,7
130,4
131,7
132,6
133,9
134,6
136,12
137,7
138,2
139,2
140,6
141,2
143,5
144,3
145,8
146,9
148,12
149,12
150,5
151,9
152,8
153,9
154,9
156,11
157,8
159,6
161,2
162,10
163,10
165,6
166,5
167,8
168,9
170,11
171,10
172,10
173,5
174,0
175,8
177,5
179,7
180,12
181,11
182,2
183,1
184,12
185,5
186,2
187,11
188,5
189,0
190,7
191,6
195,7
196,0
197,2
199,10
200,4
201,4
202,12
203,0
204,6
205,12
207,2
209,6
210,5
212,6
213,7
214,9
216,10
217,9
219,3
221,5
222,7
223,8
224,10
225,12
227,9
228,6
230,6
233,7
234,4
235,11
236,5
237,4
238,5
239,2
240,1
241,11
242,3
243,2
244,7
245,1
246,2
247,2
249,4
250,11
252,1
253,3
255,1
256,10
257,11
258,1
259,7
260,3
261,6
262,0
263,10
265,10
266,6
269,6
270,10
271,1
272,4
273,5
274,6
275,8
276,1
278,8
279,9
280,4
281,2
282,2
283,4
284,3
286,9
287,10
288,9
289,8
290,5
291,3
292,2
293,10
295,9
296,6
297,3
298,11
299,11
300,1
302,4
303,11
304,7
305,8
306,11
307,2
308,2
309,5
310,1
311,11
312,2
313,8
314,12
315,11
316,2
317,11
318,12
319,9
320,7
321,6
322,0
323,6
324,3
325,12
326,8
327,10
328,5
329,5
330,5
332,12
333,12
334,9
335,12
336,4
337,7
339,5
340,5
341,2
343,6
344,3
345,5
346,1
348,2
350,9
351,8
352,2
353,9
354,5
355,7
357,10
358,12
359,3
361,7
362,3
363,11
364,8
365,8
366,10
367,12
368,3
369,6
370,7
371,11
373,6
374,6
375,7
376,3
378,7
379,2
380,6
381,7
382,11
383,8
384,6
386,9
387,7
388,2
390,5
391,0
392,9
393,7
394,8
395,11
397,12
398,1
399,2
400,1
401,8
402,2
403,9
404,1
405,5
406,12
407,6
408,7
409,3
411,6
412,6
413,6
415,11
416,7
418,12
419,11
420,3
421,9
422,2
424,4
425,8
426,8
427,11
428,11
429,6
430,7
432,6
433,2
434,10
435,10
437,1
438,11
439,10
440,6
441,2
442,2
443,2
444,9
445,10
446,9
447,1
448,4
449,3
450,5
451,7
452,9
453,1
455,2
456,3
457,5
458,2
459,6
462,12
463,10
464,12
465,9
466,8
467,6
468,3
469,0
470,3
471,3
472,11
473,12
474,10
476,12
478,5
479,11
480,11
481,0
482,9
484,10
486,4
487,10
488,5
489,9
491,6
493,3
495,5
496,9
497,9
499,10
502,10
503,0
504,5
505,2
506,1
507,7
508,5
509,10
510,2
511,5
512,2
513,7
514,10
516,7
519,1
522,5
523,10
525,2
530,7
531,6
532,8
534,9
537,6
538,9
540,4
541,9
542,3
545,9
548,9
549,8
550,1
551,9
553,9
554,5
555,6
556,10
558,3
559,10
560,10
561,12
562,12
563,11
565,10
