index,cluster
3,3
5,2
6,4
8,6
9,4
10,4
11,4
12,6
13,3
14,4
15,1
16,6
18,5
19,5
20,2
22,4
23,6
24,3
25,5
26,4
27,3
28,3
29,5
30,3
31,5
32,2
33,6
36,2
37,6
38,2
39,5
41,1
43,2
45,4
46,5
47,4
48,3
49,2
50,4
51,0
52,5
53,5
55,0
56,1
57,6
59,3
60,1
61,5
63,6
64,1
65,2
66,2
67,1
68,5
69,0
70,0
71,4
72,2
73,4
74,4
75,1
76,0
77,6
78,0
80,1
81,2
82,3
83,2
85,4
86,6
87,0
88,2
89,6
90,2
91,0
92,4
93,0
94,4
95,0
96,0
97,4
98,2
99,6
100,6
101,2
102,2
103,2
104,0
107,2
108,4
109,4
110,2
111,5
112,4
113,3
114,0
115,5
116,3
117,5
118,0
119,2
120,4
122,0
123,4
124,0
125,3
126,2
128,5
129,0
130,1
131,0
132,6
133,4
134,6
136,2
137,0
138,5
139,5
140,6
141,5
143,5
144,3
145,4
146,5
148,2
149,2
150,5
151,5
152,3
153,6
154,6
156,4
157,1
159,2
161,5
162,3
163,1
165,5
166,5
167,3
168,4
170,1
171,3
172,3
173,5
174,1
175,3
177,2
179,0
180,2
181,1
182,5
183,6
184,6
185,5
186,6
187,1
188,0
189,1
190,0
191,4
195,0
196,1
197,6
199,5
200,1
201,4
202,2
203,3
204,6
205,2
207,5
209,6
210,2
212,6
213,0
214,5
216,6
217,5
219,3
221,0
222,0
223,3
224,2
225,2
227,4
228,2
230,6
233,0
234,1
235,4
236,5
237,3
238,5
239,5
240,6
241,1
242,3
243,5
244,0
245,4
246,5
247,5
249,1
250,1
252,6
253,3
255,4
256,3
257,1
258,6
259,0
260,2
261,4
262,3
263,2
265,3
266,2
269,5
270,3
271,4
272,1
273,0
274,6
275,3
276,6
278,1
279,5
280,1
281,5
282,2
283,1
284,3
286,4
287,3
288,4
289,1
290,5
291,3
292,6
293,3
295,5
296,6
297,2
298,1
299,1
300,6
302,3
303,4
304,0
305,3
306,4
307,5
308,5
309,5
310,1
311,4
312,5
313,3
314,2
315,3
316,4
317,4
318,2
319,4
320,0
321,6
322,1
323,6
324,2
325,2
326,3
327,3
328,0
329,0
330,5
332,2
333,2
334,4
335,5
336,1
337,0
339,5
340,0
341,5
343,5
344,2
345,0
346,6
348,5
350,4
351,3
352,5
353,4
354,5
355,0
357,6
358,2
359,6
361,0
362,3
363,1
364,4
365,3
366,3
367,2
368,5
369,6
370,0
371,4
373,5
374,3
375,0
376,2
378,0
379,4
380,2
381,0
382,3
383,3
384,6
386,5
387,0
388,5
390,0
391,3
392,4
393,0
394,2
395,4
397,2
398,6
399,5
400,6
401,1
402,6
403,4
404,6
405,2
406,2
407,4
408,0
409,2
411,6
412,6
413,5
415,1
416,0
418,2
419,4
420,2
421,1
422,5
424,1
425,3
426,3
427,4
428,1
429,6
430,0
432,4
433,5
434,4
435,4
437,3
438,4
439,3
440,6
441,5
442,5
443,5
444,4
445,4
446,4
447,6
448,1
449,3
450,0
451,0
452,4
453,6
455,6
456,2
457,5
458,5
459,6
462,2
463,3
464,2
465,5
466,3
467,6
468,2
469,1
470,2
471,3
472,4
473,2
474,3
476,2
478,5
479,1
480,1
481,1
482,4
484,3
486,1
487,3
488,2
489,4
491,6
493,2
495,2
496,4
497,5
499,3
502,3
503,6
504,0
505,5
506,3
507,0
508,0
509,5
510,6
511,2
512,5
513,0
514,3
516,0
519,6
522,0
523,5
525,5
530,0
531,6
532,3
534,4
537,6
538,4
540,1
541,4
542,5
545,4
548,4
549,3
550,6
551,4
553,4
554,0
555,6
556,3
558,6
559,2
560,5
561,2
562,2
563,4
565,5
566,4
567,1
568,0
569,4
571,0
572,3
573,3
575,5
576,6
577,3
579,4
581,4
582,4
583,6
584,3
585,2
586,3
587,6
588,1
589,4
590,3
591,2
592,3
593,4
594,4
595,3
596,1
597,3
598,2
599,2
600,1
604,5
605,0
606,4
607,4
608,6
609,3
610,6
611,1
612,4
614,1
616,2
618,5
619,4
621,5
622,3
623,4
624,6
625,3
627,0
628,4
629,2
630,5
631,1
632,2
634,0
637,0
638,1
639,1
641,0
642,3
643,2
644,2
645,4
646,6
647,6
648,5
649,3
650,5
651,4
652,2
653,4
654,5
655,3
656,6
657,5
658,6
659,6
660,2
661,0
662,2
663,1
664,1
665,1
666,5
668,2
669,6
670,0
672,5
673,3
674,5
675,2
676,6
677,3
678,5
679,4
680,1
681,3
682,5
683,2
685,6
686,1
687,0
689,3
690,4
693,4
694,2
695,3
697,5
699,1
700,2
701,4
703,1
704,6
705,2
706,1
707,6
709,4
710,4
712,4
713,5
714,5
715,0
716,4
717,5
718,3
719,0
720,2
724,0
725,2
726,4
727,4
728,6
729,4
730,2
731,2
732,4
733,3
735,5
736,0
737,4
738,3
740,2
741,1
743,2
744,1
745,1
746,4
748,3
749,0
750,2
752,3
753,6
755,3
756,4
757,1
758,0
759,4
761,2
762,3
763,6
764,3
765,3
766,2
768,3
771,5
772,3
776,6
777,4
779,5
780,2
782,3
783,2
784,6
785,4
788,1
789,6
790,5
791,6
792,6
793,0
795,4
797,0
798,2
799,2
800,5
801,5
802,4
803,0
804,2
805,4
806,3
807,4
808,2
809,4
810,4
811,2
812,2
813,6
814,2
816,0
817,4
818,4
819,5
820,2
822,5
823,3
824,3
825,3
826,5
827,4
828,2
829,2
830,3
831,6
832,3
833,4
834,4
836,6
838,4
839,1
840,4
841,3
842,6
843,0
844,5
845,4
847,4
848,4
849,3
850,6
851,3
852,6
853,6
854,0
855,3
856,2
857,6
858,3
859,4
860,4
861,5
862,6
863,3
865,3
866,1
867,5
868,6
869,5
870,6
871,5
872,2
873,2
874,1
875,0
877,1
878,3
879,1
880,2
881,0
884,1
885,5
886,3
888,0
889,2
890,6
891,5
893,2
894,6
895,3
897,6
898,3
899,2
900,3
902,1
903,4
904,2
905,5
907,0
909,1
910,5
911,3
913,3
914,0
915,3
916,4
917,6
918,3
920,3
922,0
923,1
924,2
925,0
926,0
927,2
930,2
932,4
935,3
936,1
938,6
941,5
942,2
943,6
944,2
945,0
947,0
948,2
949,3
950,6
951,5
952,0
953,1
955,0
956,6
957,4
959,2
961,6
962,5
964,1
965,6
966,5
968,1
969,4
970,0
972,4
973,2
974,2
975,6
976,5
977,6
978,4
979,4
980,3
981,0
982,5
983,1
984,6
985,4
986,6
987,6
988,5
989,0
990,0
992,6
993,4
994,5
995,3
996,2
997,5
998,4
999,1
1000,3
1001,6
1002,3
1003,1
1004,6
1005,1
1006,0
1007,4
1008,3
1009,6
1010,2
1011,5
1012,4
1013,3
1014,4
1016,2
1017,4
1018,3
1019,4
1020,1
1022,1
1023,0
1024,3
1025,5
1026,2
1028,2
1029,2
1030,3
1031,5
1033,3
1034,1
1035,3
1036,6
1037,4
1038,6
1039,4
1040,2
1041,1
1042,5
1043,3
1044,3
1045,5
1046,5
1047,3
1049,6
1050,0
1051,4
1052,6
1053,4
1054,0
1055,4
1056,3
1057,4
1058,4
1059,3
1060,4
1061,6
1062,6
1063,4
1064,1
1065,5
1066,3
1068,6
1069,6
1071,4
1072,6
1073,6
1074,2
1075,1
1076,3
1077,5
1078,4
1079,3
1080,3
1081,5
1082,0
1084,3
1085,5
1086,3
1087,6
1088,1
1090,3
1092,3
1093,5
1094,5
1096,3
1098,4
1100,5
1101,3
1103,6
1104,2
1106,6
1109,5
1111,0
1112,1
1113,0
1114,3
1115,4
1116,5
1118,1
1120,5
1121,5
1122,5
1123,6
1124,3
1126,6
1128,0
1130,1
1131,6
1132,5
1134,2
1136,3
1137,0
1138,5
1139,6
1140,3
1143,2
1145,4
1146,6
1147,0
1148,4
1149,6
1150,4
1151,3
1152,3
1153,4
1154,1
1155,4
1156,2
1157,4
1158,1
1161,2
1162,1
1163,4
1164,5
1165,2
1166,5
1167,2
1168,1
1169,6
1170,6
1172,5
1173,4
1174,1
1176,6
1177,1
1178,4
1179,0
1180,1
1182,4
1183,6
1184,6
1185,2
1186,1
1187,4
1189,6
1190,2
1191,5
1192,2
1193,5
1194,5
1196,5
1197,3
1198,6
1199,3
1200,2
1201,3
1202,6
1203,3
1205,3
1206,0
1208,6
1209,6
1210,6
1211,4
1212,5
1214,4
1215,3
1216,6
1219,0
1220,3
1221,2
1222,3
1223,0
1224,1
1225,4
1226,1
1227,5
1228,2
1230,0
1231,1
1232,1
1233,4
1235,5
1236,0
1237,0
1238,6
1239,4
1240,4
1241,1
1245,5
1246,3
1248,1
1249,1
1250,4
1251,1
1253,6
1254,2
1255,0
1256,2
1258,6
1259,2
1260,0
1262,6
1263,4
1264,0
1265,0
1266,6
1267,1
1268,6
1269,6
1270,2
1271,5
1272,6
1273,5
1274,2
1275,1
1276,1
1278,0
1279,2
1280,1
1281,0
1282,4
1284,0
1285,2
1286,0
1287,2
1288,4
1289,4
1291,1
1292,1
1293,1
1296,4
1297,0
1298,1
1299,0
1300,1
1301,3
1304,3
1305,3
1306,4
1307,4
1308,0
1309,3
1310,1
1311,3
1312,6
1313,6
1315,1
1316,1
1317,4
1318,2
1319,2
1320,0
1321,5
1323,0
1324,6
1325,4
1326,1
1327,6
1328,1
1329,1
1330,6
1331,4
1332,6
1333,6
1337,2
1338,2
1339,2
1340,5
1341,4
1343,4
1345,3
1346,3
1347,4
1348,0
1349,1
1350,2
1352,4
1354,5
1355,1
1356,3
1357,5
1358,2
1359,0
1361,6
1362,4
1363,3
1364,0
1365,5
1366,3
1367,4
1368,0
1369,2
1372,2
1374,5
1375,2
1376,2
1377,3
1378,4
1379,1
1380,4
1382,4
1384,3
1385,5
1386,0
1389,5
1390,3
1392,2
1393,1
1394,4
1395,5
1396,6
1397,1
1398,2
1402,6
1403,0
1404,1
1405,0
1406,6
1407,0
1409,6
1410,6
1411,5
1413,0
1415,4
1417,0
1418,3
1419,6
1421,3
1422,4
1423,1
1424,3
1425,4
1426,1
1428,5
1429,4
1430,2
1431,1
1433,6
1434,3
1436,4
1437,6
1438,2
1439,4
1440,3
1442,5
1443,2
1444,4
1445,3
1446,4
1447,4
1448,0
1449,5
1453,6
1454,4
1455,0
1456,4
1457,3
1458,5
1459,2
1461,4
1462,3
1464,4
1467,5
1468,5
1469,5
1470,5
1471,5
1472,4
1473,4
1474,6
1475,6
1478,2
1479,3
1481,1
1484,5
1485,3
