,cluster
3,6
5,2
6,3
8,5
9,5
10,6
11,1
12,5
13,6
14,1
15,6
16,5
18,5
19,5
20,2
22,1
23,3
24,6
25,5
26,5
27,6
28,4
29,0
30,6
31,0
32,2
33,5
36,6
37,5
38,2
39,5
41,1
43,6
45,1
46,5
47,1
48,4
49,2
50,1
51,0
52,0
53,5
55,0
56,3
57,2
59,6
60,1
61,5
63,5
64,3
65,5
66,6
67,1
68,0
69,0
70,0
71,5
72,2
73,4
74,1
75,3
76,0
77,4
78,0
80,3
81,2
82,4
83,2
85,5
86,5
87,0
88,2
89,4
90,2
91,0
92,4
93,0
94,1
95,0
96,0
97,1
98,0
99,5
100,2
101,0
102,0
103,2
104,0
107,2
108,1
109,1
110,5
111,0
112,1
113,4
114,0
115,5
116,4
117,5
118,0
119,2
120,1
122,0
123,1
124,0
125,2
126,6
128,5
129,0
130,3
131,0
132,2
133,1
134,5
136,2
137,0
138,2
139,0
140,4
141,5
143,0
144,6
145,6
146,1
148,2
149,2
150,0
151,1
152,6
153,1
154,1
156,4
157,3
159,6
161,5
162,4
163,6
165,5
166,0
167,4
168,1
170,1
171,4
172,6
173,0
174,3
175,6
177,0
179,0
180,2
181,1
182,0
183,4
184,2
185,0
186,5
187,1
188,0
189,3
190,0
191,5
195,0
196,3
197,2
199,4
200,3
201,3
202,2
203,3
204,5
205,2
207,5
209,2
210,0
212,5
213,0
214,1
216,5
217,1
219,2
221,0
222,0
223,6
224,6
225,2
227,5
228,4
230,5
233,0
234,3
235,1
236,0
237,3
238,0
239,5
240,5
241,4
242,6
243,0
244,0
245,1
246,5
247,0
249,3
250,1
252,4
253,6
255,4
256,6
257,1
258,5
259,0
260,2
261,4
262,3
263,4
265,4
266,4
269,5
270,6
271,4
272,3
273,0
274,2
275,6
276,4
278,6
279,5
280,1
281,5
282,2
283,3
284,6
286,1
287,6
288,1
289,6
290,0
291,2
292,5
293,2
295,5
296,2
297,6
298,3
299,3
300,4
302,3
303,1
304,0
305,6
306,1
307,5
308,5
309,0
310,4
311,1
312,5
313,6
314,2
315,1
316,5
317,3
318,2
319,1
320,0
321,5
322,3
323,5
324,2
325,2
326,6
327,6
328,0
329,0
330,0
332,2
333,2
334,5
335,0
336,3
337,0
339,0
340,0
341,5
343,5
344,6
345,0
346,4
348,2
350,1
351,6
352,5
353,4
354,0
355,0
357,6
358,2
359,2
361,0
362,6
363,1
364,3
365,4
366,4
367,0
368,2
369,4
370,0
371,1
373,4
374,4
375,0
376,2
378,0
379,5
380,5
381,0
382,1
383,2
384,4
386,1
387,0
388,5
390,0
391,3
392,1
393,0
394,6
395,1
397,2
398,1
399,1
400,5
401,3
402,5
403,5
404,4
405,0
406,2
407,5
408,0
409,2
411,2
412,5
413,5
415,1
416,0
418,2
419,1
420,4
421,1
422,0
424,3
425,6
426,6
427,1
428,1
429,5
430,0
432,5
433,5
434,4
435,2
437,4
438,1
439,6
440,2
441,5
442,5
443,5
444,5
445,4
446,1
447,4
448,1
449,2
450,0
451,0
452,1
453,4
455,5
456,2
457,0
458,5
459,5
462,5
463,6
464,2
465,5
466,6
467,2
468,2
469,3
470,6
471,2
472,1
473,2
474,4
476,5
478,0
479,1
480,1
481,3
482,1
484,4
486,3
487,6
488,0
489,1
491,2
493,6
495,0
496,5
497,5
499,6
502,6
503,3
504,0
505,5
506,4
507,0
508,0
509,1
510,5
511,0
512,0
513,0
514,4
516,0
519,4
522,0
523,4
525,0
530,0
531,5
532,6
534,4
537,2
538,1
540,3
541,5
542,4
545,5
548,1
549,6
550,4
551,1
553,1
554,0
555,5
556,6
558,2
559,6
560,6
561,0
562,2
563,1
565,4
566,4
567,1
568,0
569,4
571,0
572,6
573,6
575,5
576,5
577,4
579,3
581,4
582,5
583,4
584,4
585,2
586,6
587,5
588,1
589,1
590,4
591,0
592,6
593,1
594,4
595,6
596,6
597,4
598,0
599,2
600,3
604,5
605,0
606,1
607,1
608,5
609,1
610,5
611,1
612,1
614,1
616,6
618,5
619,1
621,5
622,4
623,4
624,5
625,3
627,0
628,1
629,2
630,5
631,3
632,2
634,0
637,5
638,3
639,1
641,0
642,3
643,2
644,2
645,1
646,1
647,2
648,1
649,6
650,5
651,1
652,2
653,1
654,0
655,2
656,2
657,5
658,5
659,2
660,5
661,0
662,2
663,3
664,1
665,3
666,2
668,2
669,1
670,0
672,5
673,6
674,5
675,2
676,1
677,3
678,5
679,3
680,3
681,6
682,0
683,6
685,4
686,3
687,0
689,3
690,1
693,5
694,2
695,3
697,5
699,3
700,2
701,1
703,3
704,3
705,2
706,3
707,6
709,1
710,1
712,1
713,5
714,5
715,0
716,4
717,5
718,4
719,0
720,2
724,0
725,5
726,3
727,5
728,4
729,1
730,2
731,2
732,1
733,6
735,5
736,0
737,1
738,4
740,2
741,1
743,5
744,3
745,1
746,3
748,4
749,0
750,2
752,6
753,5
755,2
756,1
757,1
758,0
759,1
761,6
762,6
763,5
764,3
765,6
766,6
768,3
771,0
772,6
776,2
777,3
779,0
780,0
782,2
783,2
784,2
785,4
788,1
789,5
790,5
791,2
792,1
793,0
795,5
797,0
798,2
799,2
800,5
801,5
802,1
803,0
804,0
805,4
806,6
807,1
808,2
809,1
810,5
811,2
812,2
813,4
814,6
816,0
817,3
818,5
819,5
820,4
822,5
823,2
824,4
825,6
826,5
827,1
828,2
829,6
830,2
831,4
832,6
833,1
834,6
836,5
838,4
839,3
840,1
841,6
842,5
843,0
844,5
845,5
847,6
848,4
849,6
850,4
851,1
852,5
853,4
854,0
855,6
856,4
857,2
858,4
859,1
860,1
861,5
862,6
863,3
865,3
866,4
867,0
868,4
869,5
870,5
871,5
872,6
873,0
874,3
875,0
877,1
878,6
879,3
880,2
881,0
884,1
885,2
886,6
888,0
889,5
890,4
891,0
893,2
894,5
895,6
897,6
898,6
899,6
900,2
902,3
903,1
904,2
905,5
907,0
909,4
910,5
911,6
913,6
914,0
915,3
916,1
917,5
918,4
920,1
922,0
923,3
924,2
925,0
926,2
927,2
930,2
932,3
935,4
936,3
938,2
941,0
942,5
943,4
944,2
945,0
947,0
948,2
949,4
950,4
951,5
952,0
953,1
955,0
956,5
957,1
959,6
961,4
962,2
964,3
965,1
966,5
968,3
969,4
970,0
972,5
973,2
974,2
975,1
976,5
977,5
978,2
979,4
980,2
981,0
982,5
983,3
984,5
985,5
986,4
987,6
988,1
989,0
990,0
992,6
993,5
994,0
995,3
996,6
997,5
998,4
999,4
1000,2
1001,6
1002,6
1003,3
1004,5
1005,3
1006,0
1007,6
1008,6
1009,2
1010,5
1011,0
1012,1
1013,6
1014,2
1016,2
1017,4
1018,6
1019,1
1020,3
1022,1
1023,0
1024,6
1025,5
1026,6
1028,2
1029,4
1030,1
1031,5
1033,6
1034,1
1035,4
1036,5
1037,1
1038,5
1039,5
1040,2
1041,1
1042,5
1043,6
1044,6
1045,2
1046,5
1047,6
1049,4
1050,0
1051,1
1052,1
1053,5
1054,0
1055,4
1056,4
1057,1
1058,1
1059,4
1060,1
1061,4
1062,6
1063,3
1064,1
1065,5
1066,6
1068,4
1069,5
