,cluster
0,62
1,72
2,65
3,50
4,1
5,-1
6,1
7,72
8,-1
9,53
10,8
11,46
12,18
13,-1
14,31
15,1
16,57
17,-1
18,30
19,78
20,-1
21,62
22,16
23,-1
24,29
25,-1
26,30
27,75
28,-1
29,31
30,21
31,11
32,54
33,1
34,7
35,1
36,79
37,-1
38,1
39,-1
40,15
41,33
42,3
43,1
44,57
45,65
46,1
47,1
48,-1
49,1
50,-1
51,64
52,1
53,26
54,-1
55,17
56,48
57,66
58,1
59,1
60,1
61,-1
62,57
63,13
64,1
65,28
66,86
67,28
68,74
69,1
70,-1
71,81
72,-1
73,-1
74,17
75,1
76,3
77,1
78,-1
79,9
80,1
81,29
82,70
83,44
84,25
85,-1
86,-1
87,6
88,72
89,59
90,1
91,76
92,1
93,1
94,37
95,-1
96,53
97,-1
98,18
99,-1
100,53
101,1
102,-1
103,1
104,-1
105,62
106,46
107,29
108,16
109,1
110,6
111,55
112,1
113,1
114,57
115,9
116,31
117,15
118,-1
119,13
120,24
121,63
122,46
123,1
124,32
125,74
126,29
127,1
128,39
129,73
130,1
131,37
132,0
133,59
134,44
135,40
136,-1
137,76
138,33
139,-1
140,1
141,1
142,63
143,82
144,19
145,1
146,57
147,-1
148,-1
149,50
150,0
151,25
152,-1
153,-1
154,17
155,74
156,1
157,9
158,0
159,2
160,68
161,3
162,0
163,33
164,75
165,1
166,1
167,42
168,0
169,-1
170,44
171,13
172,60
173,30
174,31
175,-1
176,1
177,71
178,67
179,75
180,-1
181,-1
182,11
183,68
184,48
185,62
186,59
187,42
188,6
189,1
190,1
191,28
192,14
193,21
194,49
195,71
196,-1
197,56
198,24
199,-1
200,1
201,45
202,-1
203,1
204,1
205,-1
206,76
207,1
208,62
209,14
210,68
211,6
212,68
213,-1
214,-1
215,57
216,8
217,21
218,18
219,72
220,23
221,0
222,33
223,-1
224,65
225,75
226,8
227,1
228,0
229,-1
230,-1
231,-1
232,57
233,1
234,65
235,75
236,8
237,-1
238,-1
239,-1
240,58
241,1
242,45
243,58
244,1
245,23
246,-1
247,1
248,1
249,13
250,-1
251,1
252,26
253,25
254,25
255,39
256,1
257,24
258,-1
259,33
260,1
261,69
262,51
263,31
264,-1
265,-1
266,-1
267,0
268,-1
269,44
270,32
271,14
272,23
273,-1
274,25
275,18
276,49
277,-1
278,1
279,-1
280,1
281,-1
282,18
283,25
284,75
285,-1
286,46
287,16
288,-1
289,46
290,1
291,83
292,-1
293,23
294,-1
295,-1
296,58
297,57
298,-1
299,-1
300,-1
301,0
302,1
303,-1
304,41
305,18
306,48
307,47
308,17
309,1
310,68
311,-1
312,-1
313,81
314,4
315,59
316,38
317,13
318,-1
319,77
320,75
321,1
322,5
323,67
324,-1
325,1
326,53
327,13
328,50
329,1
330,46
331,1
332,-1
333,48
334,1
335,75
336,53
337,1
338,27
339,25
340,-1
341,-1
342,61
343,54
344,48
345,44
346,0
347,4
348,30
349,1
350,61
351,1
352,45
353,1
354,0
355,-1
356,1
357,1
358,69
359,-1
360,-1
361,30
362,61
363,-1
364,56
365,1
366,57
367,72
368,31
369,43
370,1
371,-1
372,36
373,1
374,34
375,1
376,39
377,13
378,-1
379,-1
380,57
381,33
382,75
383,33
384,-1
385,75
386,29
387,-1
388,21
389,1
390,-1
391,70
392,-1
393,1
394,74
395,86
396,76
397,19
398,34
399,-1
400,13
401,0
402,34
403,1
404,1
405,-1
406,1
407,1
408,13
409,1
410,46
411,-1
412,18
413,86
414,29
415,-1
416,57
417,1
418,13
419,57
420,37
421,-1
422,-1
423,46
424,43
425,-1
426,13
427,-1
428,8
429,6
430,76
431,-1
432,-1
433,45
434,5
435,-1
436,62
437,41
438,46
439,1
440,1
441,1
442,-1
443,1
444,1
445,62
446,68
447,1
448,1
449,-1
450,-1
451,-1
452,-1
453,53
454,54
455,33
456,-1
457,1
458,51
459,74
460,1
461,5
462,63
463,2
464,23
465,79
466,13
467,81
468,62
469,1
470,1
471,1
472,-1
473,61
474,33
475,14
476,53
477,1
478,78
479,56
480,71
481,75
482,-1
483,1
484,23
485,-1
486,0
487,38
488,44
489,1
490,18
491,13
492,1
493,1
494,44
495,65
496,-1
497,1
498,1
499,0
500,75
501,76
502,1
503,1
504,58
505,-1
506,72
507,36
508,5
509,1
510,-1
511,21
512,0
513,70
514,-1
515,13
516,1
517,1
518,4
519,35
520,-1
521,-1
522,1
523,66
524,46
525,1
526,0
527,30
528,1
529,-1
530,1
531,-1
532,40
533,48
534,1
535,31
536,-1
537,24
538,-1
539,-1
540,1
541,1
542,1
543,38
544,-1
545,1
546,-1
547,30
548,34
549,1
550,48
551,75
552,1
553,33
554,1
555,-1
556,8
557,13
558,-1
559,-1
560,0
561,15
562,53
563,1
564,57
565,-1
566,40
567,-1
568,37
569,74
570,1
571,1
572,44
573,-1
574,0
575,71
576,-1
577,1
578,1
579,-1
580,26
581,-1
582,60
583,-1
584,-1
585,-1
586,-1
587,13
588,1
589,1
590,-1
591,1
592,1
593,47
594,49
595,75
596,68
597,1
598,25
599,1
600,-1
601,57
602,1
603,30
604,79
605,1
606,1
607,1
608,18
609,30
610,14
611,31
612,-1
613,1
614,1
