,0,1,2,3,4,5,6,7,8
32,2.6468689934376682e-48,9.230464929296222e-16,3.666923868146192e-12,5.547402397652903e-17,4.3641858786703607e-13,0.08194349482922383,1.0813894168338808e-13,2.732475630962484e-49,0.918056505166569
33,1.1072519673384012e-09,2.780211189437888e-17,7.166319603621503e-06,1.791288014876909e-61,0.00030732940746266394,1.937059984335959e-09,0.9996849728775609,1.6993170918431613e-33,5.283510625723492e-07
36,8.758055215758959e-28,2.129050709324842e-21,5.456033183772605e-09,1.899102091949711e-09,2.503263578373248e-12,0.9966943176878427,6.660223458622781e-09,3.7726242189786123e-25,0.0033056682942923157
37,3.725255806494657e-12,1.7780986572536657e-11,0.00010137389423963555,2.6841819224500362e-49,0.009126631166628584,9.974314801919399e-06,0.17150416223670426,2.693730392454726e-37,0.8192578583661151
38,1.2962568197717543e-38,3.3397022615908894e-06,1.9866753495142333e-10,2.8752514456552254e-60,4.452136822998214e-06,2.9406819718223506e-09,7.133064608100084e-26,1.1439872521207966e-52,0.9999922050215684
39,2.47786989073129e-25,2.2694967276988664e-15,0.022975421157440598,3.205170572447177e-08,0.6680094461523123,4.964924162864164e-08,0.30893742035524807,4.610854242655605e-31,7.763063405148373e-05
41,5.632865226984575e-17,3.2399039694354333e-48,1.8523045731447174e-07,0.9947729334666211,3.189874449770546e-22,1.4530862224740102e-08,3.882047472472547e-09,0.005226862890009855,7.555160278693228e-20
43,2.593020118005749e-25,2.6054167605811276e-15,3.6208900785834076e-05,3.5216447416414596e-06,3.4825618667983326e-06,0.5596062645261639,0.00035314508180043244,3.3517130236995646e-21,0.4399973772846328
45,2.5629498463455474e-23,4.0652874348512196e-26,0.9999651140220107,3.223930545199932e-05,1.117851070392753e-06,6.459512450262769e-12,1.52878462689236e-06,1.1950811311337305e-32,3.038078475680146e-11
46,3.437428837681185e-24,2.6024261267937967e-07,6.313952872845328e-05,1.4362393426263881e-44,0.9999062152205976,1.217562736966472e-17,4.4388997080667943e-10,3.293701943383668e-53,3.0384564164541065e-05
47,6.376995881015287e-10,4.3550989424054054e-23,0.9999402563221598,1.6337654129578433e-31,5.846971752230291e-05,4.614804557358098e-13,1.273270740898109e-06,7.1938229691585085e-28,5.141355281766199e-11
48,0.002003804779759791,4.2720237768412283e-23,0.0018753166149454573,3.3007002701506972e-24,2.4265616282049777e-07,0.015971798332793802,0.9801466596240358,9.42640054230811e-15,2.1779922925970275e-06
49,1.6168909223039803e-28,2.95196684228364e-20,1.5529773826271321e-12,6.356899921922328e-36,3.817874885461822e-14,0.9966904433673643,3.678434262589966e-23,3.8741518438163284e-30,0.0033095566310514506
50,0.4610846711240743,1.304701803635783e-31,0.09086145616666227,3.141771869928069e-52,1.0691983410889626e-09,6.415640875264906e-07,0.44805323006550063,3.277705891971503e-14,1.0444884104687799e-11
51,3.6617180830366796e-44,0.009253597707411876,9.991927284963258e-11,8.793909211301289e-83,0.9907460470700926,2.9774554688332393e-23,2.3570920370468355e-15,4.234825441473644e-68,3.5512257227008946e-07
52,1.6970579319608936e-27,1.9917573749205498e-06,7.031321944424627e-09,3.472224731781193e-77,0.9999979897699401,4.740951036109183e-22,9.933112687803927e-13,5.580984144815868e-75,1.1440371707725716e-08
53,3.355550271389128e-17,4.078937903698517e-10,0.00021288006571206457,3.335598561453995e-53,0.9997581546694272,2.71221511800752e-13,7.862814696053623e-06,6.196632876459744e-45,2.1102042004676e-05
55,1.35538091892909e-50,0.9992736996649463,9.737423272109999e-19,9.382404511389735e-87,6.677908916991725e-07,2.9733529557775687e-18,1.318810841765037e-19,2.4623508540454965e-72,0.0007256325441555049
56,3.63694805547133e-17,3.5395282123857e-45,7.177056379652438e-07,0.9974737810391721,8.081579302646951e-19,3.812516343371051e-09,1.6873352736036446e-07,0.002525328709145663,5.49772406556861e-19
57,0.00039143449372006355,1.960827948114239e-24,8.472384430148849e-05,1.2545870824317062e-12,4.698135176499269e-08,4.4202823723060384e-05,0.999479522531369,1.5203864079869886e-15,6.932427499425718e-08
59,0.46448853257970457,4.1413940532241617e-29,0.0006447239933302948,2.1998924415326005e-22,1.1206561053417718e-11,0.40944020771591416,0.12542650873020134,4.24670084166592e-11,2.6927177595181445e-08
60,8.012639999520319e-17,1.2192040442728272e-51,2.9267931260253565e-08,0.5899210475586685,5.123659207159139e-24,1.082992177489691e-09,9.391084615509507e-10,0.41007892115130135,4.380823629459955e-22
61,4.801206352988492e-12,6.052338427303376e-18,0.9744356043299219,7.462370299128922e-21,0.025533753192382245,1.831526816805834e-14,3.062906570349481e-05,4.9263704228852394e-33,1.3407172784758027e-08
63,1.6262863248354565e-06,2.259260767448367e-18,0.021590818812872028,2.055323372431695e-27,7.99707254372465e-06,0.023127763901357574,0.9473821033205007,9.75148332469167e-35,0.007889690606401836
64,2.432701870761292e-15,1.9607189389596516e-45,2.314790538064819e-06,0.9956229699419532,9.063825807164041e-20,8.898730390622365e-08,5.171419833133483e-07,0.004374109138219556,3.3138336945280524e-18
65,1.831219772295792e-11,2.2995903991451033e-12,0.016700409850270728,1.9717288224089345e-61,0.000358504260843588,0.000582669026353325,4.940453171883761e-05,3.052803697247249e-47,0.9823090123102063
66,6.163586993846154e-10,3.7695072839960486e-16,1.927144106909396e-07,6.119182505705846e-32,2.8832114215042405e-08,0.7700478333537345,1.83907877345549e-18,8.062002347852244e-27,0.2299519444833834
67,4.852445957421112e-17,4.367976344039154e-50,1.5881732504125424e-07,0.9823165031018641,1.545797241469748e-22,3.3004506261007664e-09,1.935148358458167e-08,0.017683315428875565,1.1383437809702951e-20
68,6.0173436518131174e-24,8.618659793952295e-06,1.4055568416733093e-07,2.3137130463940635e-27,0.9990878422585139,3.229166810569359e-14,2.8399618907561135e-09,8.569550052697193e-50,0.0009033956860120248
69,3.1806079737902844e-29,0.009735446028069557,5.1105252511897186e-14,2.5453626939404563e-52,0.9902628528187236,1.3776800649937102e-19,1.9440769506828503e-11,4.289358089039445e-78,1.7011337136592001e-06
70,2.427979734152788e-52,0.9987389684253987,5.25219122148947e-15,8.751463444297812e-56,0.001231736081223792,1.412484206291878e-22,1.1671682676731274e-17,2.243132142635982e-86,2.929549336836451e-05
71,7.521973353288761e-08,2.3608859310564268e-14,0.313892958104123,2.135620422080508e-29,0.014832605172823544,0.00010228586792167965,0.5805923066797575,7.644045559479217e-29,0.09057976895561994
72,1.0923219378439198e-30,3.016167857114237e-12,1.4479203915689075e-07,2.327350275689345e-10,1.5462125959425628e-06,0.011877507111923244,4.06363304219323e-07,9.610794963755577e-32,0.9881203952843924
73,0.004811347572762105,4.507644858970235e-25,0.9878672189233245,1.4356621252761e-39,3.0825491242543504e-08,0.0008140480821227768,0.0065059028849697295,1.386809050681037e-15,1.4517113288052306e-06
74,7.176782791186224e-15,1.4470790292704492e-42,0.0006454610694731469,0.9992585072814277,6.257685319247347e-17,1.9966707600860307e-07,8.927589917678112e-05,6.556082838936455e-06,2.8916866882416236e-16
75,0.9999883004506466,1.8007023173222772e-51,3.1405034116489055e-11,7.802883255854556e-56,3.4298181992660354e-25,5.016636647518885e-10,4.556624593787587e-10,1.1698560625403714e-05,1.316045397466026e-22
76,4.2053691829696433e-44,0.992330399058067,6.362160971146952e-21,1.5287324594215736e-79,0.00766960094046995,3.738457087962225e-34,6.846885055683545e-19,1.2794664174995203e-87,1.4667389390717945e-12
77,0.11660315801023557,1.020596639222602e-30,0.0001020515251588629,6.605146345410886e-54,1.2245000503052848e-11,3.727869052587573e-05,0.8832575115638535,1.430289090229403e-15,1.9797919613772262e-10
78,4.846194311603883e-34,0.9031725754756483,1.5264075094634982e-15,3.1698326576572438e-81,1.1789794399693447e-05,7.392679136768697e-15,7.446129832811327e-16,1.562119999706967e-79,0.09681563472994333
80,5.702027467110444e-16,4.058689968019535e-40,0.00010395125001566325,0.9994609912683976,3.1696727447718488e-15,6.277910683136424e-06,0.00020216767412106155,0.0002266118967710662,9.06564910802109e-15
81,1.1397716906863974e-61,7.389100413404689e-06,5.435518066833433e-16,5.930151541100905e-26,2.3882263638757656e-09,3.543518928899487e-10,3.2291417578427837e-17,1.314194339456867e-68,0.9999926081570075
82,4.674493646317879e-21,8.157940961452664e-26,0.00012073490784429812,0.06326857030959537,1.1190911474680746e-10,0.9362522962350356,0.0003408499805424417,8.890644477124856e-27,1.754845506693613e-05
83,1.8605928013946734e-35,7.78756690344667e-10,1.2754407477260072e-10,9.274095958315706e-58,6.483482625204024e-09,2.9233460061650688e-05,1.114723382489944e-26,5.088887900169004e-70,0.9999707591501616
85,1.6314665442300009e-18,8.869703290942612e-28,0.5223374265930762,0.4543880188702203,4.353393130692744e-08,3.2929535549498394e-05,0.02324157900975403,7.825569239043627e-14,2.4573926790120877e-09
86,9.814758849175584e-07,4.784796855978203e-26,0.00018538519758242065,1.4801566853285215e-14,7.844517071658529e-08,1.0687868346041348e-09,0.999813553421073,2.2717046857441552e-22,3.91493097664387e-10
87,7.372086786312708e-65,0.9999999950977383,6.583201635721047e-28,4.687560349635164e-87,4.868524084055764e-09,6.508176404117351e-32,5.058749388681926e-27,6.795717026530713e-106,3.3734704810572193e-11
88,3.589830563388476e-11,1.803635020232883e-13,0.011905731395388782,1.1253179415845596e-44,5.68497645881815e-05,0.003584192367914569,8.191784080736628e-17,1.2298396328692222e-29,0.9844532264360237
89,0.04148511277363592,1.1631599378199393e-25,0.0175190197310916,1.2500438974460336e-39,1.5500965347594803e-08,0.0016339825593286144,0.9393616343875862,2.260328021255845e-17,2.3504739501874124e-07
90,1.4409844140943578e-27,8.45014313142053e-15,2.378605448330477e-09,2.1406177644471198e-48,1.101956089654995e-09,0.733265722793096,5.0068194750482644e-08,3.555107101839068e-29,0.26673422365814276
91,4.864501848782754e-52,0.9837140787025771,3.261618065832632e-17,5.234162526207667e-72,1.0808978724958431e-06,8.875798993234209e-18,1.1501773647108528e-19,1.8201271252140154e-85,0.016284840399547286
92,1.0459251001378392e-16,1.2807562015513575e-28,0.029460417991991134,0.6407242129857438,6.71229860256062e-09,7.045165833059557e-05,0.3297449046611009,1.985733677724435e-11,5.970676254854404e-09
93,2.950831773598875e-63,0.9999982770810966,2.340850566597312e-23,2.1172760509136498e-44,1.7224440743534863e-06,9.829999803419654e-31,4.4467467329433026e-24,2.7198552477251617e-86,4.748320207691742e-10
94,0.7244079271040332,6.475765350040035e-32,0.21252910147220272,1.2715468355644043e-51,1.4584319063448447e-10,1.4366410163543225e-05,0.06304860479948757,1.2387695414199823e-26,6.827262767922217e-11
95,6.436751643728672e-63,0.999998749661117,8.122680981426874e-24,7.094955515771023e-99,3.39403104028242e-10,1.625733767111823e-25,4.784377922628686e-28,1.6254035028307167e-91,1.2499994797659052e-06
96,2.206849814670252e-54,0.9999026797336662,7.435675879106346e-18,5.9497311452145885e-74,2.044395713891634e-06,2.3548696603697176e-20,2.2231728319853298e-35,4.10990454636446e-89,9.527587062144505e-05
97,0.0003499763654611221,2.1310389041291117e-31,0.9995928781239829,1.0724611448596035e-10,1.254823142994435e-09,3.1592212951098833e-09,5.714098796231526e-05,1.8330523512542112e-13,1.1181563778709857e-12
98,2.589511394740287e-44,0.0005920967570056611,1.1655200378483952e-12,2.6350163295496844e-63,7.1845320714678e-07,4.339141843702246e-11,4.109240617436627e-15,4.033747124150116e-61,0.9994071847452257
99,4.2777827311798375e-08,6.891722314126591e-16,0.6830534059628118,2.594160503220567e-29,0.0030277388293636354,5.2755490131971276e-05,0.30522614711298496,3.524045251071244e-27,0.008639909826882453
100,1.993350459394438e-31,1.212366146445182e-12,5.15326934505457e-11,4.887470249127201e-13,3.823970893199066e-07,0.0003510943922834296,3.8884225160351793e-17,1.3234435064150363e-34,0.9996485231573943
101,2.3544950133977496e-42,0.001040028765297826,2.52183669777116e-14,1.0751985434011094e-62,3.233664718192556e-06,9.102740984341106e-11,1.5731394604960483e-13,8.885893226063291e-60,0.9989567374787796
102,5.0578637455570005e-43,0.004449940162067149,6.276877506796579e-15,5.098280837925842e-63,1.1544044623213e-06,2.1427409355818603e-10,3.047893035298421e-14,3.5328880373987413e-57,0.9955489052191535
103,7.516639393540638e-37,2.023387668900525e-09,1.0208955955593517e-08,2.645771495235665e-15,2.828090022581469e-06,1.245037835405631e-06,4.609094069470675e-10,6.7508677348454755e-40,0.9999959141788873
104,6.2387506312079785e-59,0.9999999988271497,4.896040925275914e-28,2.083109697485454e-105,1.1728431765071256e-09,1.256663373538289e-39,1.847548356469828e-33,3.9660556684794376e-116,3.872721172240664e-15
107,5.013720547581404e-08,1.1488318767433468e-19,0.0003941382229512839,1.3366486753719432e-43,1.4585313317071989e-08,0.9951871678847769,0.0009001828711793661,2.4728247354270112e-23,0.003518446298575774
108,0.0031616495182051965,3.838111595423113e-27,0.5229016170256042,1.2370516428703693e-23,7.331420142338049e-08,3.07152779596303e-05,0.47390593169861606,4.508580144423894e-15,1.3165403297145789e-08
109,0.0073959138772286175,5.0584675018682594e-30,0.9599054942709957,1.776196697799738e-23,1.0763357920437259e-08,2.537013245198126e-08,0.03269855570369773,1.993473689378558e-13,1.4384969931617542e-11
110,1.1265977292418943e-43,5.861848305520428e-13,4.992757982407876e-05,5.599610095451339e-12,1.5306471201384503e-05,8.695061536840674e-05,4.956208407138606e-08,1.2476294318615402e-32,0.9998477657653355
111,4.011550528414281e-20,1.3301488210054706e-10,4.1462534344266165e-05,2.652047534468561e-40,0.9999584027546616,2.545143794902415e-17,5.159270143421997e-09,4.132157343776283e-46,1.2941871527353317e-07
112,1.0321798298245638e-16,6.585263386841481e-37,0.0036646788999615777,0.995870524908851,8.991497091804344e-14,2.79559784301486e-06,0.00046197501877718954,2.557380259336466e-08,6.721775863049858e-13
113,0.9356356675780534,4.3332572846567637e-35,6.453182882110125e-05,7.031863659620489e-22,3.0814323423379977e-14,0.003437583998165399,0.0608621590628571,5.7519384908419004e-08,1.2686482543295902e-11
114,8.963196691984027e-49,0.5379869881337985,1.0772710759272362e-17,4.947126448967458e-56,3.8660320055418544e-07,4.5747991199592515e-14,7.431536853473645e-19,1.2129575564625334e-66,0.4620126252629584
115,2.02278664173844e-24,6.536732754049163e-14,0.13349606007328152,1.0467943798865844e-07,0.7964064640995895,2.2407171820401414e-07,0.06891014867457419,3.274173389263601e-30,0.0011869984013268354
116,0.000310398943754098,2.3815483309798893e-23,0.009577401314022625,1.7537514962473384e-25,3.398863374302988e-07,0.0029922248503148705,0.9871187013859667,7.458537660485169e-17,9.336196028754322e-07
117,3.266211871825325e-11,2.441323461767536e-10,0.12404740620130952,8.115311340708504e-47,0.8195470366045486,1.429231071544584e-06,0.0017580303156685222,8.417821989345138e-33,0.05464609737060149
118,1.658687547322965e-30,0.5521421819370271,7.670902633612499e-13,2.0238776934902828e-50,0.00863251709470345,4.9593190714314686e-14,4.150741132710754e-12,1.8447649165082723e-62,0.43922530096330537
119,8.965248160416481e-39,2.9124125865926032e-09,1.9863853061097735e-09,2.1879592595639188e-17,1.0601090618693804e-06,1.6369438604176576e-06,9.375409565608169e-14,3.0784609399587054e-41,0.9999972980481838
120,0.0011361245727218043,1.4856873746463423e-28,0.1683806566207701,2.876301994362844e-25,2.2308374095209587e-08,8.653964218253474e-08,0.8304831095294931,4.21117013630293e-15,4.289924681614052e-10
122,1.3387172207370032e-55,0.9999898876350809,1.92548530329407e-18,6.938012415577132e-60,1.1511250542765672e-06,5.02964311581124e-22,1.4712292541146874e-35,5.41849385834013e-88,8.9612398623458e-06
123,2.807303343632475e-25,1.9691696065095626e-24,0.9999395232954617,9.426475822632662e-07,4.718353957573637e-06,1.9130990573583684e-12,5.4815586902793125e-05,1.2033921070221482e-24,1.141851981055987e-10
124,9.924754349540366e-90,0.9999999999999716,2.731400174401698e-41,4.3337805915316855e-124,3.3401477373144847e-14,8.256983558035429e-55,2.552397260406571e-43,1.7446964277341743e-157,2.6193231623695644e-23
125,1.733360465339545e-20,1.1881750217552697e-29,2.07082964960896e-09,7.12986347036237e-60,5.808227556810387e-18,0.9999998315010075,4.1720659075035126e-10,8.803979714179412e-18,1.6601095533210535e-07
126,6.513188136685844e-12,2.804992465150434e-11,0.0013042782857280238,2.3821051317881836e-45,0.0038502019906170165,0.002001122413469785,0.0002743088516801573,6.633596578780709e-32,0.9925700884239373
128,8.455010168111961e-13,1.803543299799607e-12,0.00021010119857518375,4.856913603232065e-34,0.8233840116018319,1.750581092359211e-11,0.17639854801511629,2.3919363894880122e-36,7.33916432785781e-06
129,2.1747655259522315e-55,0.9997547452655626,9.06866106505758e-18,9.169818016189403e-88,1.5446275619728563e-07,1.6880248442614544e-19,5.2832600946495646e-23,2.087675543805768e-88,0.0002451002716766762
130,0.9910160604913133,1.901789782061097e-37,0.008964186091192296,5.0392118128699e-37,1.8168700094592207e-13,1.7324343547363963e-06,1.8020982943330588e-05,6.479109640960708e-20,1.242418969210865e-14
131,9.179584236101512e-55,0.9999999992231352,7.479526984486918e-27,1.758161678542771e-56,7.019354899802129e-10,1.0474017818623974e-31,3.819276590802425e-31,1.3391934340630171e-115,7.493462554850305e-11
132,1.5173837894962944e-07,5.456255180089938e-16,0.07647825961440988,3.5456557024747185e-42,0.0002922567588222087,0.021280923888195233,0.8174227319451296,1.1052029716868844e-25,0.08452567605505863
133,0.047143515954471464,1.0374451344391701e-27,0.0936327949056679,5.174526449526285e-56,4.4912089915357474e-08,3.982242737352479e-08,0.8592236041411109,1.0277251394979438e-18,2.6422720647130345e-10
134,4.545915916067096e-10,3.2504894184711652e-19,2.884579990264434e-05,1.8374617680870297e-16,0.0002581169252950232,3.3515147769317096e-10,0.9997129706264132,1.1814628298993575e-26,6.585864144977583e-08
136,8.982745765775466e-23,2.504436479410002e-18,9.647451941853925e-07,1.5194775622753144e-60,2.407335855092378e-10,0.9845305136006303,6.795029182139554e-06,4.580651032138031e-26,0.01546172638426143
137,3.494197804533515e-52,0.9344474852835583,6.981331612968106e-15,1.7623062640115817e-88,0.06555247070045597,3.507038624304453e-27,1.2916515032579305e-19,1.5296440795276004e-80,4.401597659560826e-08
138,5.396649563193491e-44,1.1076688277105348e-08,0.01121305024743096,1.120549177502913e-13,0.5145127132343911,2.4941578810356752e-08,3.7449979340247825e-07,4.00146287678544e-37,0.47427382600001244
139,2.940522070070216e-23,2.5034292099702284e-08,5.122591829505845e-07,4.595991894325371e-44,0.9999989710555361,9.027917034306373e-19,1.4593801395914409e-08,3.0196571651619325e-55,4.77057194211286e-07
140,0.030211700971714734,9.820277311662677e-31,3.0228334465574447e-05,3.5484240807742216e-38,5.932201032004421e-12,0.011942266297778618,0.9578157988924294,5.278642299096879e-16,5.4976808057356636e-09
141,5.921711579934629e-16,6.9270218930742725e-09,4.90110408162675e-07,7.507183254299875e-68,0.9996591516664,2.3207983072328114e-13,0.000280537360182134,1.306929597568751e-47,5.9813935755769385e-05
143,8.890860419504863e-25,0.002019375501478987,0.00017519248603131324,2.182333067215347e-72,0.8284468468459407,1.4760188241298061e-12,6.019943516866814e-13,1.684723039251084e-65,0.169358585164468
144,0.006201852911002664,3.862282162548037e-26,0.00020979636758693807,1.3216000727422693e-23,8.047657947486998e-09,0.12256287170390896,0.8710251022463312,5.08361415649138e-15,3.6872350607453307e-07
145,2.8316143947232228e-05,3.713225214946035e-20,0.9955107240951531,1.6176959151702226e-41,2.277025328616755e-05,0.0007493580885819362,0.0036651030753910826,1.3316427993072045e-35,2.372834363508327e-05
146,5.538598770123183e-10,9.092523096828728e-14,0.2745196235067125,3.7367833886942066e-15,0.3306219105194639,0.000443519002856488,0.045659581549907555,4.1632380412770283e-29,0.34875536486710373
148,2.673596415610777e-55,2.1373739084337197e-06,1.9247291778923626e-14,2.2965854862520777e-24,2.428012147465952e-07,8.799102161232964e-09,4.251362536568551e-15,1.5938157126567123e-49,0.999997611025745
149,2.1550928608223153e-16,6.980136722738535e-15,2.392779948563648e-09,1.3298073478641647e-50,2.940479126430852e-10,0.2882452817479926,4.5121807614311395e-10,6.8582244887118445e-46,0.7117547151139529
150,3.608412932051041e-39,0.066015326799442,4.3244231066855895e-06,3.4294494284347317e-75,0.2363081694064238,1.8414159062555152e-13,9.473435261096362e-14,1.3319477719678692e-68,0.697672179370743
151,1.374883521992617e-12,5.0382160858958173e-20,0.9987384087460365,1.601636364629012e-34,0.0012615270397618263,9.156497327163755e-15,6.402606326947653e-08,1.6224295880397914e-47,1.8675009453125524e-10
152,6.051057918686883e-19,4.325451979292133e-32,1.1392564187939234e-07,0.0052354173899844016,3.5475039305538634e-15,0.9945810777239252,0.0001833741031853323,5.390994941914137e-11,1.6803346558772957e-08
153,5.539358270022285e-06,7.453068466976096e-19,0.11020043746010555,3.686613230474488e-11,0.00038256592580066066,0.00015375407815464604,0.88923136234654,1.4416109310260743e-19,2.634079426214787e-05
154,3.928786990014224e-09,1.058375189321113e-18,0.09895947275667402,8.292922923943317e-30,0.00849379022310024,3.1001568538531835e-10,0.8925463077779469,1.1091527061916408e-27,4.2500347067103416e-07
156,1.1220625470142392e-15,6.864046940847237e-31,0.0165567828699959,0.9724871641314741,1.1842650206766654e-10,0.0010395671875417674,0.009916485209121266,3.8587145183375255e-21,4.834427386474275e-10
157,2.7007758773907613e-17,8.663315459421824e-50,6.597490760001707e-10,0.08340998548100188,1.634293356672911e-24,2.3222792075159405e-07,7.758500109379293e-11,0.9165897815537407,1.0939609708791924e-20
159,2.024563085522714e-11,4.136212576735807e-12,0.0005411533332810276,2.4582216382604258e-30,0.006499419444289452,0.016570244021297587,0.010258466211644104,3.7906330313158355e-28,0.9661307169651014
161,4.2006636462614644e-33,2.554820261309154e-08,0.03276133351764203,9.177103308229182e-14,0.30406060329551204,5.129323696027003e-08,2.124706942883412e-09,6.120031048303973e-64,0.6631779842206087
162,2.079787532877529e-17,4.639940078107374e-43,1.4259850076902677e-08,0.9998774326292986,8.531755271362454e-20,2.3455166495984597e-06,3.4471538528440277e-07,0.00011986287881522881,3.7145307753959104e-17
163,1.0954494163642514e-17,2.1113870884610953e-36,3.6527023030145734e-05,0.9998775115292378,4.4794307046258007e-14,1.1942883708223694e-06,8.472651741865144e-05,4.064182295537771e-08,7.423413914616815e-14
165,1.086163239106651e-22,5.721693299369433e-19,0.9749547568301067,0.000275421884695133,0.0016864281372979462,1.939764885411507e-07,0.02306400916878116,5.475678761086556e-24,1.9190002632128667e-05
166,1.2252814719331983e-20,1.949021655631606e-05,3.258167545729818e-06,1.2313322345524037e-56,0.07759661814286584,5.994224750670477e-10,5.124054777889381e-09,1.2040596869291328e-62,0.9223806277495583
167,0.9875316654705363,4.383805439425711e-36,1.6802076289029106e-05,6.682129965627228e-37,5.308644222391718e-15,0.005031626475167216,0.007419905135512917,8.367136866591132e-10,5.7727205288244106e-12
