,0,1,2,3,4,5,6,7,8,9,10,11,12
61,1.1696764379208529e-05,1.2849173693202853e-26,5.226767688292097e-12,1.5323454860596707e-06,1.0018945838618889e-30,1.780480427743839e-05,1.2497204584442207e-08,8.161187769945365e-11,7.415118321889924e-16,6.13754512374045e-18,0.9690478764223264,2.8082647492362753e-15,0.03092107707948778
63,0.0020573455405009946,4.7067679775208084e-30,1.1740756051086094e-06,4.899516420117564e-07,1.8588632156381816e-34,2.0631036587858935e-17,0.9743170132437498,3.5387386171168326e-11,8.689156695753203e-09,6.709636362681154e-22,0.008711209016168231,0.014912473947119205,2.8550067506429295e-07
64,2.707943910546098e-06,2.762982021425554e-62,5.1881074178366754e-20,0.9737269315749922,0.012933545068022098,1.0288942366034689e-08,9.361268204818631e-18,2.2559383538195325e-33,1.5512864946836202e-16,0.013336802141790111,3.274855315532239e-10,2.6548556266437075e-09,3.6602368217799397e-19
65,2.691676647243974e-07,9.128868253300049e-23,0.007553571214689904,1.4094542223004865e-26,1.4804737974128083e-47,3.763545060633699e-46,0.725233368512824,1.0725126570070332e-05,1.6616804888592923e-12,2.622358347727473e-54,0.26645538724001994,0.0007466787365655908,5.2621484914921414e-20
66,1.1970085112223242e-21,9.396922574082424e-28,0.7667840208834155,1.0599473924405026e-42,2.960065223589679e-41,5.077718428750652e-20,0.001222496427120345,5.065326029553362e-10,9.107241413525581e-10,9.66078225369778e-25,2.904383121618461e-07,0.23199319083388892,1.0717165829391563e-23
67,2.939043857667479e-07,1.0885682073172572e-67,1.072195619297654e-22,0.738170851353203,0.2446819899025942,1.8614615090163876e-08,2.6849139912012483e-19,2.976612050008839e-36,1.904190897373826e-18,0.017146845357338056,1.4960199054446338e-11,8.529063341818543e-10,1.5315420731632652e-21
68,1.629258870872897e-23,6.086583757414755e-10,4.9833594995472924e-05,4.3189699874906354e-33,2.763548678406377e-60,0.002421002610966603,0.0012452661973560097,0.11783477299921691,2.018720747371397e-26,1.911937012773396e-21,5.694173953796004e-06,7.443738110104698e-14,0.8784434298147781
69,1.029053901718594e-13,1.3802492452402297e-06,1.0646205896458181e-07,1.5509902252215006e-33,1.1411842982293498e-78,2.0160481894250656e-29,4.790353030818071e-09,0.0027407653982735687,3.045843790120167e-32,1.4763276389214185e-47,7.414389655580993e-12,1.398664412439249e-20,0.9972577430925459
70,2.846807051030646e-36,0.004178771006382931,1.4850292396762292e-10,1.41757195805866e-61,5.208433993933236e-85,8.438387337022292e-26,2.366931741447349e-06,0.9958188619131293,5.5452302555885585e-45,5.49555057138881e-51,2.390221364295222e-13,3.989776944767462e-23,3.562502643108819e-21
71,0.05527071090780842,2.3544136320156053e-25,0.00031603115162776583,3.3233963916421106e-20,4.744790827661277e-28,4.539007182764801e-17,0.2622559567664651,2.4653179166692554e-07,8.101415540624075e-10,1.9393431750118816e-24,0.6589948075213283,3.5597652355645616e-05,0.02312664865847547
72,7.413620197095462e-25,2.362902229126415e-24,0.9960536968468331,2.8472808060795275e-34,1.8204765541886524e-46,0.0030870776560420164,0.00034590108654375065,3.815254783215358e-07,2.8060848722110255e-31,6.665041217053456e-09,3.0287420764262073e-09,0.0005129326532555803,5.380684619142802e-10
73,0.0014938398168663977,2.2412460151096435e-40,3.851945123127782e-09,0.022799735652360157,9.717022475609527e-15,1.0393806299143596e-31,3.3673547919657536e-05,2.1985354281163876e-14,0.00041707994937089244,1.3722767441279634e-33,0.9740716518298279,0.0011840130689925433,2.2826809845865366e-09
74,1.797755860153477e-05,1.1853473018637752e-60,6.956988837529475e-21,0.9999447678799874,7.408169514942403e-07,2.3617817704447916e-08,1.5215077323155546e-16,8.905507574217012e-32,1.296137178817206e-18,3.6486554463094405e-05,2.595597474551226e-09,9.765825090524396e-10,6.467354288445978e-18
75,7.681321539984636e-09,5.252557131926064e-70,2.2129244867891295e-23,6.153826516560771e-05,3.1042086661222605e-06,4.2709063171858936e-60,2.4844189382154165e-22,4.241451576798407e-39,0.9999353497619738,2.3575555771591036e-50,9.830560276748274e-13,8.189135282362765e-11,1.7809204475460884e-24
76,4.0277885686450605e-23,0.9996736478088128,2.946375910542778e-19,3.199180084366982e-56,2.8661579477606614e-87,4.677728988966936e-50,4.434908485417561e-14,0.00012078917463538726,8.531322072098785e-51,4.665781879408369e-78,3.2355291123788763e-20,6.438458773909155e-36,0.00020556301650569598
77,0.9972818786747969,1.7675254926494037e-45,7.749413003158821e-14,9.237356407433916e-05,3.355768065248859e-15,1.412502730915169e-50,1.759226117583428e-08,9.930684400363175e-22,0.0026016769379454945,1.0605883827585921e-48,9.168044557826193e-06,1.4885084013341645e-05,1.0227248623022442e-10
78,4.0760209873673296e-35,6.991494276408296e-07,1.5190170666538289e-05,1.298165782138246e-63,1.0855156197381504e-93,1.4109268608638271e-56,0.0019632930099670078,0.9980208176698583,2.747316569975518e-35,8.08308355712527e-75,7.952228010927483e-14,1.5378863879081457e-15,1.439692787757146e-23
80,0.004773070953124963,2.845797346780874e-53,4.44608272335747e-16,0.8499862769256505,0.0071196800610194705,0.0003683752867629547,9.83682216038534e-13,1.184256588402813e-27,3.9490603636817094e-16,0.1377456670636675,3.1485992907773413e-07,6.614848765811675e-06,9.739452562354971e-14
81,3.6048998212972135e-48,3.196317229235212e-12,0.005202011126713579,2.2342303834326794e-86,5.40765614932261e-82,3.7330156194092292e-06,0.9709284394404484,0.023865815856243727,7.353789731315831e-49,3.1148157111265394e-22,1.4327867299183463e-15,5.577824787693298e-10,5.352415528549997e-54
82,1.631416108532033e-05,3.163482682379908e-39,3.569077500932546e-06,7.622268014573384e-10,1.956032425754252e-27,0.42009647453593324,3.927108914689649e-06,8.362615230551123e-17,1.3782399257170282e-21,0.403413859092954,3.7830365082238757e-07,0.17646547695774054,6.2771554256378745e-25
83,1.4500884916368224e-45,3.6138237975950685e-20,0.999713821982007,8.619648012397617e-68,1.5350565132068925e-85,4.5318299038304066e-39,0.0002674625870880445,1.2731876554704307e-05,6.123265980036654e-23,1.5368552926202758e-48,1.1702254390234194e-08,5.971852099346467e-06,1.219651962138244e-53
85,0.04230055311456744,1.4157357226865022e-39,1.6505910585407863e-10,0.05192088532882854,7.831234478369094e-13,0.8855795083864598,5.262005739184261e-09,7.150192449236972e-18,1.1354503827728586e-20,0.019105801647215332,0.0010844644337113629,8.602464041683146e-06,1.791973271931815e-07
86,0.9990521198552021,2.735418878633339e-38,5.6045630605789355e-15,0.0009219592455597866,1.817188690908674e-20,7.164886634158544e-06,7.000598612014366e-07,1.710115406187511e-17,5.528136345744212e-10,6.388072488602142e-11,1.7716899788340778e-05,8.118680040547512e-10,3.376243929944204e-07
87,1.4181288841927105e-58,0.998870978075428,9.254458282881777e-15,8.018686775867166e-92,3.2534614249587604e-119,1.0035434706726835e-53,7.531987253424224e-14,0.0011290219244943004,2.899935536725758e-56,5.409626918557777e-81,1.1686706602517646e-24,2.58281604832186e-32,1.380520173625776e-25
88,1.247421500335163e-07,3.654084160364412e-24,0.0013426222100514152,6.011663929384613e-28,1.272485095897909e-30,3.4760646637647976e-31,0.9928556897431479,1.3046239495319592e-07,1.1766876995155678e-12,1.47752579444902e-38,0.005144099102648374,0.0006573337384354056,8.62528326756843e-20
89,0.9920376285329897,7.83718623965088e-39,1.1767802384397344e-08,5.56486806387111e-07,1.2799682091200881e-18,1.4583620880217992e-35,2.938620094188665e-07,4.258315998316431e-18,0.0003559119703582543,9.288752925219775e-34,0.007403376915050252,0.00020215698948513849,6.347550187405786e-08
90,9.715450742057213e-38,6.279001449034043e-27,0.026705539096778603,3.976484141916111e-58,7.416001566442965e-44,2.955093537178057e-34,0.19484192016814753,1.1660035819042414e-08,6.957826350940531e-14,9.793400226601478e-39,1.5409680206352636e-08,0.7784525136652843,4.068173432390384e-40
91,1.9751962266312842e-52,9.85968062145985e-07,5.727188431037633e-07,2.647776574340098e-79,9.210694345298444e-100,1.730089954497456e-41,0.0002518664282311183,0.9997465748848686,2.190153462918323e-42,1.1075985818359032e-65,1.3077489427092797e-15,5.310872747175331e-18,2.796866519076892e-39
92,0.8963717273203536,4.187753699951337e-42,8.257752798062324e-11,0.054698516482912726,1.8493139863122224e-10,0.02941689813335748,3.784625493345239e-08,5.4821915505377e-19,4.74276630626179e-18,0.019406216061343486,9.092955449939647e-05,1.56202123240106e-05,5.412144371680249e-08
93,3.803936483395673e-42,0.9798641381436705,8.148585746238743e-14,2.160666269587233e-72,3.326660283883233e-98,1.7333804200534034e-19,2.0517952247115768e-12,0.020135860726839636,1.7190316032039806e-67,9.280464605044548e-47,8.794624695486501e-23,1.4779717651378964e-31,1.1273548323378625e-09
94,0.016282504752561655,3.619422434657074e-47,1.995265696374106e-14,0.979938358944698,1.7726732089199663e-26,5.14674677081364e-49,1.8424668169588115e-10,1.54164251651335e-22,0.0002941404872564447,3.898603334658941e-48,0.0034844741231203143,5.214813522834289e-07,2.6741045723989087e-11
95,1.6870259768516592e-58,0.27323626033307796,1.6621180121092624e-06,6.686367690564161e-103,2.4497163740846522e-104,8.754238575860945e-64,1.739089633413299e-08,0.7267620601580116,1.9781847287522796e-50,1.2692364528432103e-89,3.571704910409705e-18,4.839079877047052e-24,9.942543297280182e-54
96,2.2809554213925788e-54,2.76353384764445e-05,1.917978061575927e-06,6.139650680556581e-68,1.6477430613255042e-102,8.769067776998367e-44,1.022316425177653e-07,0.9999703444518184,1.7353084175082144e-43,3.0382998813495083e-67,5.533764827809913e-15,9.441545567823635e-21,4.045952892335287e-50
97,2.3066064608121088e-05,8.556843825725613e-45,6.817588288309194e-16,0.991820764099761,6.395563858277965e-13,4.4637700767268655e-05,9.793833837368124e-13,5.089428079890551e-22,1.3426523951534007e-07,9.644010750223277e-08,0.008111300985387431,8.569177247875535e-11,3.568156022770442e-10
98,1.7814920524234762e-45,2.333367903389214e-10,0.09316662050351457,5.490805000563837e-72,2.93303398294673e-74,2.1799117678762763e-37,0.1646378171166887,0.7421955610497981,1.0564555091965403e-31,1.732097652694711e-54,9.014530010581085e-10,1.9521155592344553e-10,2.1292691678430055e-37
99,0.017376303607894866,4.471574078778772e-27,6.573244522941553e-06,2.4383199478970355e-07,1.2800764767373177e-25,2.1400262040622897e-16,0.4579646714168222,6.5395914341972e-08,8.50926526749118e-11,1.377866405762876e-24,0.524336042011648,9.1497291538527e-05,0.0002246031145646497
100,2.8962806219376533e-23,7.697391756218929e-25,4.305086155780337e-07,3.1897249860267715e-47,2.8197018587903174e-49,8.71499646277652e-06,0.9999807398779679,6.350510107972207e-09,6.444712775809195e-34,6.196739440778022e-15,2.4141147075158666e-14,1.0108266414011685e-05,1.4374469565488145e-23
101,2.538731162166419e-44,7.649113420277271e-11,0.3835682426843298,1.0873202921508832e-59,1.260024677548111e-73,4.754367046880042e-39,0.024294803951921195,0.5921369530884572,8.487226938513577e-30,4.456443233746114e-53,3.437237452195522e-11,1.6443255700371734e-10,7.882311809644091e-37
102,1.957271029569197e-45,3.2500292294152636e-11,0.01830192838726981,1.4984671266482995e-73,9.050444285896331e-72,4.4092753559431044e-38,0.08238443411053735,0.8993136371295072,2.779636089250824e-30,2.64251199074578e-53,5.813603734577947e-13,3.3961051952134307e-10,2.4876301849561674e-37
103,5.418511661251197e-28,4.8527693055864436e-18,0.0015253308838287984,1.3682978019502958e-48,1.2081086601178661e-52,0.11363962534040796,0.8847430532854534,9.141839668784486e-05,2.4117705736711613e-37,1.4337019871304666e-14,5.251200217687086e-10,5.715684912124242e-07,2.242902572774691e-23
104,6.190918979735386e-54,0.9999857304577703,6.24353819292999e-20,6.406066383501636e-84,2.0868784669104385e-128,2.047300470907675e-70,7.766957129252261e-20,1.4269542225302493e-05,2.4851982628712426e-64,1.5724901177999812e-102,6.248633048576732e-26,1.9679671967862027e-41,5.414693718150415e-15
107,8.163239795824383e-06,3.0339097659567164e-33,0.0002489381808293148,8.99089130445297e-14,1.2082432603559447e-24,5.689183450439642e-34,0.007806327493747875,7.85411737586606e-12,2.59446669423666e-08,4.6845282199843444e-36,0.0007524686375415122,0.991184076495472,6.414471586910618e-24
108,0.8880305916302034,1.2180150310315873e-39,5.694616699405012e-11,0.07867180064060052,2.861315805255595e-14,3.3855688811012625e-17,3.200353096594114e-07,5.559407456865341e-18,1.8491376354632788e-05,9.44218468801515e-19,0.03327204079805567,6.341920224450085e-06,4.1354227853778184e-07
109,0.0004990055930500809,3.4820917724462886e-44,1.93413410927601e-17,0.9990449249090206,1.0687072274882115e-13,3.5251137923458103e-20,1.3241017373756291e-11,3.965219040983823e-22,1.5095892910738742e-08,2.3868484595316065e-22,0.00045605416037913153,5.3541017379547594e-11,1.7477142751177167e-10
110,1.5354420675984043e-25,6.991850547493704e-24,0.006513570029026981,1.365344215126772e-41,4.992142042673411e-34,0.9914330740821526,0.0020500420029933813,3.1639628455477923e-07,7.123588469545367e-34,1.7061637506460838e-12,5.28260752158236e-07,2.469227089034239e-06,3.6097593697606444e-50
111,1.8744382207073586e-10,6.727417585889965e-16,4.322028898177586e-10,1.0026044154260376e-17,2.9153693178756335e-45,1.8731472477810365e-20,8.067442647029879e-09,1.8542744119774892e-06,4.4614048329038014e-24,4.7966002430612824e-36,0.0003861336685250878,3.612775666734666e-18,0.9996120033699692
112,0.01383713564364166,1.7031075531809102e-51,7.499427838554827e-14,0.8512622957606909,1.678330180628094e-06,0.006809412415240819,2.9805775423810015e-11,2.085733524161287e-24,1.254610186091213e-17,0.1280770356190603,8.490113248338638e-06,3.952084553303079e-06,3.506049638513782e-12
113,0.8761592816693903,2.379254156597021e-50,2.815911498898079e-13,0.00025187053507394794,2.744533075378684e-08,3.622357280118586e-20,1.940757783603017e-09,2.34719642319726e-24,0.11903008827484966,6.6141435836432405e-15,4.294639617987867e-06,0.004554435493788469,9.059661391282562e-13
114,3.6532838123835675e-51,3.4708166060318936e-07,0.00747386295827136,2.7685452126932493e-106,7.323057992919021e-83,3.999778073817161e-29,3.435311569060607e-05,0.9924914368443698,2.8721182474728074e-37,2.5230156931490246e-47,1.6282986922782024e-15,3.708323957088643e-15,1.115687436288724e-52
