,0,1,2,3,4,5,6,7,8,9,10,11
90,2.0145706338728684e-64,1.2305518635011978e-12,0.9999573686421008,1.3369654230151255e-10,2.4679923028432544e-34,1.9313701998141545e-05,2.3316959132299924e-05,1.8613412339585596e-43,1.4151161290345163e-35,5.61841811967253e-10,1.4207819368485954e-19,1.852242187055207e-55
91,2.2475266228991453e-69,3.34021723663154e-06,1.653372859230098e-08,1.7852235453370833e-23,3.623278234500509e-56,0.9777636836661615,6.124576505249451e-27,1.4057371976484226e-85,7.117612454758671e-43,9.397696368246851e-15,0.02223295958286664,1.3853600023598875e-81
92,6.920721954887221e-05,1.1742371313038189e-11,9.086309789197722e-07,0.842640924487725,0.03198484535911775,5.056511540023546e-13,7.289933055060641e-06,1.3850839426651174e-10,0.08138683908180652,0.0001012681018376091,1.340973421331414e-33,0.043808717035175394
93,1.0952669294477174e-29,4.895068348840517e-05,2.5525623452644985e-19,4.8024046681749624e-30,1.9586304610316536e-62,2.8167757298503514e-06,7.421408791268331e-42,7.232578749162566e-98,1.1744396449961746e-21,1.8278452471479756e-22,0.9999482325407852,1.6101821835243865e-63
94,2.465579708252303e-07,1.7421512896655276e-14,1.5688586106617072e-08,0.1646186006931067,0.8318134519215283,1.2641758221800292e-16,2.879936862352551e-07,2.3061581519748544e-13,4.7576088566234893e-48,0.0035181750517282733,6.118960544631065e-38,4.922209314382808e-05
95,3.581953350262464e-84,1.0626691562363687e-09,1.3494260712527396e-13,5.606251463574252e-33,1.1202989337025544e-68,0.0026376333867511215,5.2143873715335164e-36,8.96226882092213e-104,2.13843052372044e-67,2.1339230148414896e-19,0.9973623655504464,1.3303158763682742e-101
96,3.1919376256555325e-67,8.354497066665923e-05,1.3711552159229772e-10,6.095330138498142e-26,5.276607185006887e-56,0.37346787433343254,5.7684794288275905e-28,9.790554882793226e-88,1.772823314478755e-44,9.398974955667344e-14,0.6264485805586965,2.41333628868577e-81
97,5.433046476536953e-08,7.758773722827875e-12,4.610692383751959e-11,0.0018076018124321047,0.9183533630856722,1.4233608138236029e-16,1.8743051780495155e-09,1.5039923726380424e-12,0.0007626530404191571,0.0790719400758495,1.1074813899063903e-35,4.385725490237942e-06
98,3.0529168153488855e-66,2.091870150675772e-08,1.961819064679432e-05,3.910554449247958e-19,1.7811533572885433e-49,0.9999794350270905,8.499596594510303e-19,3.726242746355441e-74,3.1154180267687825e-40,3.282289346597305e-11,9.258307450527088e-07,8.478746977099151e-72
99,2.76265529367247e-17,0.0007006462816563922,0.019869038664080255,0.2652377673897825,4.0427075000208975e-08,5.211943505359988e-05,2.6837559220780663e-08,1.7194695450940888e-25,1.5615296128817026e-16,0.7141403609561265,1.396692299153241e-19,8.670976696301222e-12
100,1.5436793601167055e-34,3.562380541585406e-08,0.9947571710962834,6.76990118824111e-06,1.161003749407231e-20,0.004770868289862046,1.0135726555031806e-08,3.881928700325529e-46,0.0004651449412574989,1.1872697665780562e-11,1.995010603307656e-15,8.830249648685698e-30
101,4.2216412200765453e-63,6.717229989477305e-08,8.01585957904175e-05,5.271103988774635e-19,9.970369198439699e-49,0.9999185588316207,1.7605377041856195e-18,5.152294794476319e-73,1.8073097269988004e-41,7.808343303193576e-13,1.215399511189889e-06,1.512268132606719e-69
102,3.6276392046508237e-64,7.45719780373317e-08,0.0007228491873044494,1.0993341428771505e-18,1.4967218044662584e-49,0.9992493501455638,2.1256519281896717e-17,2.1908685496324737e-70,9.564562185194054e-40,2.6691732320368285e-13,2.7726094883372767e-05,1.6518812683155907e-69
103,1.7294627646509337e-49,3.861333012203417e-06,0.136571936151419,1.372903008331565e-11,1.0113021267591679e-35,0.4639617511721063,2.841275012690807e-10,3.2102232664958485e-51,0.399462425009122,2.596220295994809e-08,7.427577489074938e-11,7.254987556647528e-48
104,8.69655884533783e-50,6.320913760548327e-08,2.1824816617688495e-26,7.207424950642375e-41,1.1649535875717185e-73,1.0704424180861771e-10,8.177920302891171e-53,2.3728316058115604e-127,4.437516592977911e-72,5.431482100777844e-25,0.999999936683823,6.3739273510776714e-77
107,4.928286891208018e-33,1.1864234541189791e-11,0.9991457871458245,0.0002505972599896748,3.496809978252284e-25,6.093012274513055e-07,0.00040173372207874075,2.2959464534974986e-23,5.419107122957459e-34,0.00020127255901664827,2.2135811799381574e-24,2.0637249856221513e-22
108,0.0004049174779610494,3.9510630530883747e-10,2.822372728244349e-06,0.9053990533048941,0.03492965453295556,1.132123432614732e-12,9.004860183870997e-07,9.419813399174455e-14,2.3578061716884245e-16,0.0585118566040639,4.375300169691555e-31,0.0007507948250446048
109,2.6142825672165654e-08,2.419477553651888e-11,4.807456077984934e-11,0.04437521717274358,0.9501263602877649,8.10840334829751e-17,1.5661888759345735e-10,2.748858767390342e-13,1.3516971707752775e-18,0.005497769373657294,1.9243287834353745e-35,6.267938450252683e-07
110,3.8692654421377344e-61,8.67083037095656e-08,0.01226634303036946,3.5225617988239583e-10,1.3564256805866898e-29,0.0036115130266375756,7.223020615829353e-09,1.4022126765579163e-32,0.9841193536903178,2.695969097414966e-06,1.4548072236884474e-16,4.946259077854137e-55
111,0.0020884817445294464,0.9974307247125694,1.0741457597412503e-11,1.1545228450058664e-11,8.077995827803159e-19,9.679307858952637e-07,2.1083957063606866e-22,7.543899796445395e-45,3.8696790920012435e-21,0.0004798255878013412,2.0323184466463956e-12,7.337398495055372e-21
112,2.0814600079834956e-08,2.3203457820482563e-16,1.1324295865139994e-08,0.020770495365818337,0.8931843138751515,1.7668716683693005e-17,1.7277836881866477e-05,9.219713288710212e-07,0.043357510707927246,1.161303572410502e-05,1.233169622024665e-41,0.04265783506827405
113,1.206275972346066e-07,1.2106394578479928e-18,3.419587658762337e-07,0.0894197933193803,0.0001270518460865227,5.63389370130864e-18,0.0009842299229465632,1.5744098435661715e-08,3.902208749431465e-20,1.6083638629932275e-07,5.305098028857302e-41,0.9094682857447398
114,9.570524688991535e-80,3.6913646938032432e-09,1.1815565500891847e-07,1.123025623435754e-24,2.6351049004602283e-70,0.9994416102008402,1.1480954822171925e-22,1.3289851920672075e-81,1.3372711920937966e-31,1.488337667606517e-16,0.0005582679521403774,7.897787557802207e-88
115,0.912149549554123,0.0024013991821759707,9.572549418343323e-06,2.860616696913075e-05,1.2878103356634527e-11,3.622010323296352e-06,2.0251775591899635e-12,1.0964516774684594e-30,0.08512843041283123,0.0002788198631845397,2.7750748833992633e-18,2.4607511731824806e-10
116,0.2411681752510463,1.0750908881002824e-09,0.0007673481482232744,0.7346791326641113,1.7930489285021953e-06,1.0971423448378844e-09,0.00033879383151133466,5.354776710111749e-16,2.1317090388013403e-17,0.0028199998528269043,3.263771133018107e-27,0.02022475503112541
117,1.7625386883321566e-15,0.24589585511576584,0.005881473123498691,5.000956857950417e-05,1.5291549472063412e-11,0.013220056813156956,1.0022856258527871e-10,3.062710574448151e-31,1.0247579109506068e-30,0.7349526052625837,4.822902851959563e-13,4.176688156838175e-13
118,1.2736703320462699e-36,0.001154588600964669,7.104911565388988e-07,4.585852693375239e-17,2.4592138912277017e-36,0.997118980941472,1.367098443040635e-23,6.504026334137054e-76,2.1406385516503345e-27,5.043845063213784e-12,0.0017257199613642002,5.879866544320083e-47
119,1.0920152734961542e-49,2.0047499711997374e-08,0.007091296027069921,3.680183090508395e-16,4.960850857465371e-52,0.9900241498438974,2.2140781809727743e-10,4.514292507884729e-53,0.002884530940684926,2.895687040895031e-09,2.3749314271055726e-11,2.888191277966784e-49
120,1.12726498624324e-08,1.52756049054628e-11,1.686808455872163e-09,0.9864050974668876,0.013025294855010248,5.941490652868939e-16,4.5015177369419053e-11,3.5391635754545273e-15,7.355228995617111e-19,0.0005695874586771687,2.1304071399178423e-34,7.1996700380963985e-09
122,4.876952953359434e-67,3.7424909313387756e-05,5.0452685788125194e-12,2.5519936089743197e-27,3.2620537329274326e-44,0.036418383719420376,1.3459234224331007e-29,3.1222140152346084e-99,3.361569985306754e-30,1.0419314641734432e-14,0.9635441913662111,4.690480737734082e-70
123,2.315368301001747e-07,1.217218975262795e-06,2.101182171701848e-11,4.191414204754464e-05,9.736865914869142e-06,1.708178071872365e-13,1.4102117023716643e-15,2.498019769948037e-23,0.9981394274853332,0.001807472729192821,4.612895687990335e-28,5.233630188503632e-13
