,0,1,2,3,4,5,6,7,8,9,10
95,2.9172994257866518e-59,0.9984025822027864,1.6407314820160987e-91,5.287501330941583e-48,4.834072859322725e-21,4.321260054124753e-59,8.39478553505925e-18,0.0015974177843104684,1.780691589414018e-86,1.2906646628120181e-11,4.171908176224969e-104
96,3.3509354743627446e-53,0.9348256522300181,8.475245790193795e-67,2.8979441787926765e-40,2.0450300212518043e-15,7.945301261839166e-40,3.7576656259002844e-14,0.0651742203955507,7.829926630901178e-63,1.273743974372971e-07,5.553730005357367e-101
97,5.270444890268028e-05,8.252352336480985e-34,0.9424318599514865,6.015633911287135e-08,0.05751522857932918,4.021340816859588e-09,1.0200508914566892e-10,2.9049264733928633e-16,1.4183997320165378e-07,8.993608418608898e-10,1.2593576327483002e-12
98,1.1234128939426303e-46,2.703104602255776e-06,7.027326867598024e-73,6.6848657675135e-30,5.25366583483064e-12,5.439037475752582e-35,6.108280969150588e-08,0.9999972293647814,1.8898384376720368e-52,6.442557215449824e-09,2.459389230692697e-74
99,0.011312708578271356,1.3592274913919194e-17,3.258332291015876e-07,1.251909986521306e-10,0.9737864273734796,4.9518020487437314e-17,0.007655496486409111,0.0003789861829459607,8.738843013877184e-24,0.006866055420472277,3.52367640313004e-25
100,4.298914572029813e-22,1.0897268845482685e-15,8.80805285070099e-46,1.5858887635974335e-31,3.973679803674425e-12,0.9990845736401458,3.965236175203184e-18,0.0009154156261933071,6.2410558457996816e-12,1.0723449508693535e-08,1.8890432261434287e-47
101,3.64021359179715e-45,6.0541830479169754e-06,5.26682812181899e-60,4.789106560126108e-28,1.5755682556703253e-13,2.3047262595222552e-35,2.939065642905202e-07,0.9999936177384424,4.8423627945137417e-51,3.4171789385325775e-08,2.3299789847658803e-73
102,9.373285123645568e-46,4.928152123746856e-05,3.0726083392304026e-73,6.060959113952941e-28,2.4656533217326603e-14,6.382597238459437e-34,5.724254775246906e-07,0.9999501227209974,1.1540065661117098e-50,2.333226788244016e-08,6.508930470255441e-71
103,2.7601342246389985e-28,1.3009211175007504e-11,1.2207746396413996e-48,2.7228399302421784e-36,4.258120941320223e-09,0.9924333774749132,1.5992560233693417e-19,0.0075664685286394185,3.7415662272079093e-13,1.497249436448647e-07,2.886874224280452e-52
104,2.4332160039506754e-52,0.9999999999638902,3.689825978493012e-83,2.105050207577014e-62,1.9091309020914595e-26,8.79784287220531e-69,4.291152828097314e-32,2.089460157315394e-11,6.760828613688365e-99,1.5213813422959583e-11,6.761301619115806e-127
107,8.2600513544745e-07,1.8954575450607512e-23,2.1366008275378494e-13,5.026660602276618e-08,8.441559001604628e-05,1.1478284821871571e-32,0.9999122067516859,2.500038111316688e-06,1.4256840304829182e-35,1.348236439390436e-09,1.681564091884011e-24
108,0.8414373450142018,2.604361162602011e-29,0.05529322905051574,1.572665886016527e-05,0.10324428593071301,3.2264391518244675e-20,9.185912811932062e-06,6.385131936380307e-12,5.474798420229343e-19,2.2742644825746943e-07,5.909050192954688e-14
109,0.0011041413003235203,1.592869852301135e-33,0.9970279594763363,1.0305535266295185e-08,0.0018678882623952705,2.84406783658299e-24,1.485336901480289e-10,2.349166711606941e-16,1.7776200762570347e-22,5.067244211790439e-10,1.4790880252150577e-13
110,2.1849036288100166e-25,4.860523736848808e-16,7.940530388935173e-30,3.9575682548925815e-32,5.556815569077958e-06,0.9994050057331846,6.289684176389486e-19,0.0005893467510959037,5.856244667245854e-11,9.06415842902708e-08,1.480893121730867e-33
111,9.254148284613541e-10,5.834998988058915e-11,9.587258782678959e-18,2.1989703545394937e-24,0.00024908486977536165,3.8677146641802746e-24,7.018778232902944e-14,3.4526682255764703e-07,2.179686829854e-35,0.999750568879561,9.141410548129009e-45
112,0.010198017146144621,5.336716878086361e-39,0.9402473998755772,3.83830921278032e-18,0.001991658040504468,3.259428730263001e-06,1.1369096893379356e-21,1.2018580403195637e-16,0.04755772467863591,1.7805311189626383e-12,1.940828626125481e-06
113,0.8255896719526167,6.318082147563256e-38,0.0010537398409748535,0.17306816638840658,1.9214585810068432e-05,2.676480796846783e-21,0.00026901242517391935,2.0018945477623793e-15,8.460431767026681e-15,3.1997927926999866e-13,1.9480669093252863e-07
114,3.043410192296146e-51,0.0013129138236807499,6.113495385604728e-94,1.998978396464255e-34,1.8506624766223115e-17,1.799861130858759e-23,6.465640492382753e-11,0.998687085646773,1.4070264701383378e-43,4.648875621903085e-10,5.288666735614863e-82
115,0.020806252555360196,1.1306700537538095e-15,2.549263771580088e-10,8.765736750209736e-28,0.12097700974679952,0.01916584562142412,1.618329448149868e-20,1.9172070459845605e-05,1.8602310493527471e-09,0.8390317178907944,2.2728779643683912e-29
116,0.9962448311163176,3.2376456880750615e-26,4.275240563654972e-07,9.100732867383119e-06,0.0027537887514082217,1.991364668022507e-19,0.0009913706109088618,1.2607622908566536e-09,1.145802865207704e-18,4.800036823874175e-07,8.267186746312495e-17
117,1.764843320816241e-05,8.215585588531391e-12,1.2574217836082518e-10,1.8648099574331653e-12,0.3598781650342397,4.842630359338335e-32,0.0005902750913705189,0.022307094197374623,2.7562376440988946e-40,0.6172068171079885,9.150346512325941e-32
118,6.954487314452091e-31,0.003297682879411153,4.387087886432442e-59,7.433469822495999e-32,9.960436811211836e-13,1.5926072676276774e-22,2.6827809406134524e-10,0.9965773765537944,8.714424292145408e-43,0.00012494029752331372,1.8396601942715524e-75
119,2.0106015484449184e-31,2.8359625973736117e-11,2.935808244476944e-52,9.240155956650181e-36,1.5612622308490234e-08,0.9421499762303159,8.399195822526959e-20,0.05784992803357883,2.523860219371112e-13,8.009487758509418e-08,7.430808122235795e-54
120,0.13940807356080634,2.2972528666264155e-31,0.8591043755319367,1.46840171090305e-08,0.001487503123407395,2.6905042020552345e-22,2.3446408447009238e-08,5.6054176024161e-14,7.194052235277736e-23,9.653339856140607e-09,2.124106623943072e-14
122,6.949603936591634e-54,0.9957235446579191,1.7759538056234632e-67,4.935398582034882e-43,3.649603593081279e-16,5.554823546892188e-26,2.841082580456772e-16,0.0042764009938961525,1.0300201634770206e-48,5.4348190215170766e-08,1.941017602579512e-99
123,0.0004998156693394737,8.818669940904551e-25,0.0051645294714998844,7.449656826538423e-30,0.9942335524817997,2.255230071403667e-05,1.7600028071208112e-25,3.1671168057697464e-12,2.8108196688388466e-10,7.954979239396795e-05,1.2193690250832404e-21
124,1.3881821507561522e-62,1.0,1.2467964542606496e-87,1.7523397884978177e-83,2.9541020582660805e-40,1.771809587418138e-81,6.7795299143588164e-46,1.824451171988308e-18,5.261346872857617e-119,6.304007265126102e-17,1.7262831234790614e-156
125,5.330187513084012e-38,6.903770416874885e-33,1.3185906062220483e-39,0.004065504158024991,1.0843939652778451e-08,8.608162949380654e-49,0.9959344847707554,2.272826640010635e-10,4.1776964637090358e-47,5.915459116175992e-18,2.26508047830936e-31
126,3.4294767753380296e-18,1.2934229458548007e-12,1.0234906551832689e-25,7.153487587238099e-11,0.016311828954653187,4.3245052065659405e-30,0.6858495931568221,0.28821763376528764,6.999105984871215e-37,0.009620944050410737,1.6407900917227444e-43
128,0.017379640640287967,5.249036780897468e-14,8.5895489064231e-11,9.202033715497957e-17,6.8234334905841e-05,4.041579747232913e-21,2.7042554011867623e-09,1.8717159861835347e-06,5.102606461890436e-30,0.9825502505186181,1.4625345460694406e-34
129,4.3645473679994427e-54,0.928874646504331,9.612604389787544e-68,1.9880863123654956e-40,1.4791197047144904e-15,2.916209750858706e-53,8.940223080399853e-13,0.07112534327947234,1.9242597221062368e-76,1.0215296919594098e-08,5.062761148482934e-100
130,5.4820900047216485e-05,1.849692948440973e-40,0.9807152055111249,0.018262730089677572,0.0009672319662281433,3.3981755967497834e-39,1.1532495988272326e-08,3.8170808688174223e-19,5.535693483027659e-32,4.288259984841091e-13,9.338089570380219e-20
131,1.9702521819497545e-50,0.9999999163156339,2.43476271190164e-66,1.8709211186636697e-55,2.7056432276170747e-25,1.1922832338100527e-18,1.6985793353979997e-25,8.367354781128318e-08,6.515508652721441e-47,1.0819490014455168e-11,4.3867943472091475e-128
132,0.0343210054996619,1.6768454815406326e-18,1.349053248580181e-09,2.021855990129721e-08,0.044019420016429764,2.1181059207287166e-30,0.9201508890225352,0.0013694810208092377,1.4067969737512926e-35,0.0001391828729563848,6.2063649045601e-25
133,0.7332636461330688,6.078293652948806e-30,0.25669039042848113,1.869462919597216e-05,0.010026843705876372,2.4363850706351838e-52,3.3584031949342513e-07,6.790613125401252e-13,7.2015950706517185e-53,8.926237302809976e-08,3.4666877416458995e-17
134,0.9982737406107062,4.7471864508652865e-20,1.9757567811601328e-07,9.068193892914765e-14,8.059851182279267e-06,7.053463761958111e-06,1.2925827090100599e-08,3.89086409695785e-09,3.3015788189316248e-12,0.0017109316785833203,2.283103615167923e-24
